"SpecName"	"LEVEL_3_CO"
"Ototylomys_phyllotis"	"NIC"
"Ototylomys_phyllotis"	"COS"
"Peromyscus_attwateri"	"KAN"
"Peromyscus_attwateri"	"MSO"
"Peromyscus_attwateri"	"OKL"
"Peromyscus_attwateri"	"ARK"
"Peromyscus_attwateri"	"TEX"
"Peromyscus_attwateri"	"MXE"
"Peromyscus_boylii"	"IDA"
"Peromyscus_boylii"	"MNT"
"Peromyscus_boylii"	"ORE"
"Peromyscus_boylii"	"WYO"
"Peromyscus_boylii"	"SDA"
"Peromyscus_boylii"	"NEB"
"Peromyscus_boylii"	"CAL"
"Peromyscus_boylii"	"NEV"
"Peromyscus_boylii"	"UTA"
"Peromyscus_boylii"	"COL"
"Peromyscus_boylii"	"KAN"
"Peromyscus_boylii"	"ARI"
"Peromyscus_boylii"	"NWM"
"Peromyscus_boylii"	"OKL"
"Peromyscus_boylii"	"TEX"
"Peromyscus_boylii"	"MXN"
"Peromyscus_boylii"	"MXE"
"Peromyscus_boylii"	"MXC"
"Peromyscus_bullatus"	"MXC"
"Peromyscus_californicus"	"CAL"
"Peromyscus_californicus"	"MXN"
"Peromyscus_caniceps"	"MXN"
"Peromyscus_crinitus"	"ORE"
"Peromyscus_crinitus"	"IDA"
"Peromyscus_crinitus"	"CAL"
"Peromyscus_crinitus"	"NEV"
"Peromyscus_crinitus"	"UTA"
"Peromyscus_crinitus"	"COL"
"Peromyscus_crinitus"	"ARI"
"Peromyscus_crinitus"	"NWM"
"Peromyscus_crinitus"	"MXN"
"Peromyscus_dickeyi"	"MXN"
"Peromyscus_difficilis"	"MXE"
"Peromyscus_difficilis"	"MXC"
"Peromyscus_difficilis"	"MXS"
"Peromyscus_eremicus"	"NEV"
"Peromyscus_eremicus"	"UTA"
"Peromyscus_eremicus"	"CAL"
"Peromyscus_eremicus"	"ARI"
"Peromyscus_eremicus"	"NWM"
"Peromyscus_eremicus"	"MXN"
"Peromyscus_eremicus"	"MXE"
"Peromyscus_eremicus"	"TEX"
"Peromyscus_eva"	"MXN"
"Peromyscus_fraterculus"	"CAL"
"Peromyscus_fraterculus"	"ARI"
"Peromyscus_fraterculus"	"MXN"
"Peromyscus_furvus"	"MXE"
"Peromyscus_furvus"	"MXC"
"Peromyscus_furvus"	"MXG"
"Peromyscus_gossypinus"	"ILL"
"Peromyscus_gossypinus"	"MRY"
"Peromyscus_gossypinus"	"MSO"
"Peromyscus_gossypinus"	"KTY"
"Peromyscus_gossypinus"	"NCA"
"Peromyscus_gossypinus"	"ARK"
"Peromyscus_gossypinus"	"TEN"
"Peromyscus_gossypinus"	"OKL"
"Peromyscus_gossypinus"	"ALA"
"Peromyscus_gossypinus"	"GEO"
"Peromyscus_gossypinus"	"MSI"
"Peromyscus_gossypinus"	"SCA"
"Peromyscus_gossypinus"	"TEX"
"Peromyscus_gossypinus"	"LOU"
"Peromyscus_gossypinus"	"FLA"
"Peromyscus_grandis"	"GUA"
"Peromyscus_grandis"	"BLZ"
"Peromyscus_gratus"	"NWM"
"Peromyscus_gratus"	"ARI"
"Peromyscus_gratus"	"MXE"
"Peromyscus_gratus"	"MXN"
"Peromyscus_gratus"	"MXS"
"Peromyscus_gratus"	"MXC"
"Peromyscus_gratus"	"MXG"
"Peromyscus_guatemalensis"	"MXT"
"Peromyscus_guatemalensis"	"GUA"
"Peromyscus_guatemalensis"	"ELS"
"Peromyscus_gymnotis"	"MXS"
"Peromyscus_gymnotis"	"MXT"
"Peromyscus_gymnotis"	"GUA"
"Peromyscus_gymnotis"	"ELS"
"Peromyscus_gymnotis"	"HON"
"Peromyscus_gymnotis"	"NIC"
"Peromyscus_gymnotis"	"COS"
"Peromyscus_hooperi"	"MXE"
"Peromyscus_hylocetes"	"MXS"
"Peromyscus_hylocetes"	"MXE"
"Peromyscus_hylocetes"	"MXC"
"Peromyscus_interparietalis"	"MXN"
"Peromyscus_keeni"	"ASK"
"Peromyscus_keeni"	"BRC"
"Peromyscus_keeni"	NA
"Peromyscus_keeni"	"WAS"
"Peromyscus_keeni"	"ORE"
"Peromyscus_leucopus"	"ABT"
"Peromyscus_leucopus"	"SAS"
"Peromyscus_leucopus"	"MNT"
"Peromyscus_leucopus"	"NDA"
"Peromyscus_leucopus"	"MAN"
"Peromyscus_leucopus"	"MIN"
"Peromyscus_leucopus"	"WIS"
"Peromyscus_leucopus"	"MIC"
"Peromyscus_leucopus"	"ONT"
"Peromyscus_leucopus"	"QUE"
"Peromyscus_leucopus"	"MAI"
"Peromyscus_leucopus"	"SDA"
"Peromyscus_leucopus"	"NWY"
"Peromyscus_leucopus"	"NBR"
"Peromyscus_leucopus"	"NSC"
"Peromyscus_leucopus"	"WYO"
"Peromyscus_leucopus"	"IOW"
"Peromyscus_leucopus"	"NWH"
"Peromyscus_leucopus"	NA
"Peromyscus_leucopus"	"NEB"
"Peromyscus_leucopus"	"ILL"
"Peromyscus_leucopus"	"MAS"
"Peromyscus_leucopus"	"INI"
"Peromyscus_leucopus"	"OHI"
"Peromyscus_leucopus"	"NWJ"
"Peromyscus_leucopus"	"CNT"
"Peromyscus_leucopus"	"PEN"
"Peromyscus_leucopus"	"COL"
"Peromyscus_leucopus"	"KAN"
"Peromyscus_leucopus"	"MSO"
"Peromyscus_leucopus"	"MRY"
"Peromyscus_leucopus"	"DEL"
"Peromyscus_leucopus"	"KTY"
"Peromyscus_leucopus"	"WVA"
"Peromyscus_leucopus"	"VRG"
"Peromyscus_leucopus"	"NCA"
"Peromyscus_leucopus"	"ARI"
"Peromyscus_leucopus"	"NWM"
"Peromyscus_leucopus"	"OKL"
"Peromyscus_leucopus"	"ARK"
"Peromyscus_leucopus"	"TEN"
"Peromyscus_leucopus"	"TEX"
"Peromyscus_leucopus"	"ALA"
"Peromyscus_leucopus"	"GEO"
"Peromyscus_leucopus"	"MSI"
"Peromyscus_leucopus"	"SCA"
"Peromyscus_leucopus"	"LOU"
"Peromyscus_leucopus"	"MXE"
"Peromyscus_leucopus"	"MXN"
"Peromyscus_leucopus"	"MXG"
"Peromyscus_leucopus"	"MXT"
"Peromyscus_leucopus"	"MXC"
"Peromyscus_leucopus"	"MXS"
"Peromyscus_levipes"	"MXE"
"Peromyscus_levipes"	"MXS"
"Peromyscus_levipes"	"MXC"
"Peromyscus_levipes"	"MXG"
"Peromyscus_madrensis"	"MXS"
"Peromyscus_maniculatus"	"YUK"
"Peromyscus_maniculatus"	"ASK"
"Peromyscus_maniculatus"	"BRC"
"Peromyscus_maniculatus"	"ABT"
"Peromyscus_maniculatus"	"LAB"
"Peromyscus_maniculatus"	"SAS"
"Peromyscus_maniculatus"	"MAN"
"Peromyscus_maniculatus"	"ONT"
"Peromyscus_maniculatus"	"NUN"
"Peromyscus_maniculatus"	"QUE"
"Peromyscus_maniculatus"	"MNT"
"Peromyscus_maniculatus"	"NDA"
"Peromyscus_maniculatus"	"MIN"
"Peromyscus_maniculatus"	"WAS"
"Peromyscus_maniculatus"	"IDA"
"Peromyscus_maniculatus"	"MIC"
"Peromyscus_maniculatus"	"NBR"
"Peromyscus_maniculatus"	"MAI"
"Peromyscus_maniculatus"	"ORE"
"Peromyscus_maniculatus"	"WIS"
"Peromyscus_maniculatus"	"NSC"
"Peromyscus_maniculatus"	"SDA"
"Peromyscus_maniculatus"	"NWY"
"Peromyscus_maniculatus"	"WYO"
"Peromyscus_maniculatus"	"IOW"
"Peromyscus_maniculatus"	"NWH"
"Peromyscus_maniculatus"	NA
"Peromyscus_maniculatus"	"NEB"
"Peromyscus_maniculatus"	"ILL"
"Peromyscus_maniculatus"	"MAS"
"Peromyscus_maniculatus"	"CAL"
"Peromyscus_maniculatus"	"NEV"
"Peromyscus_maniculatus"	"INI"
"Peromyscus_maniculatus"	"OHI"
"Peromyscus_maniculatus"	"NWJ"
"Peromyscus_maniculatus"	"CNT"
"Peromyscus_maniculatus"	"UTA"
"Peromyscus_maniculatus"	"COL"
"Peromyscus_maniculatus"	"PEN"
"Peromyscus_maniculatus"	"KAN"
"Peromyscus_maniculatus"	"MSO"
"Peromyscus_maniculatus"	"MRY"
"Peromyscus_maniculatus"	"DEL"
"Peromyscus_maniculatus"	"KTY"
"Peromyscus_maniculatus"	"WVA"
"Peromyscus_maniculatus"	"VRG"
"Peromyscus_maniculatus"	"ARI"
"Peromyscus_maniculatus"	"NCA"
"Peromyscus_maniculatus"	"NWM"
"Peromyscus_maniculatus"	"OKL"
"Peromyscus_maniculatus"	"ARK"
"Peromyscus_maniculatus"	"TEN"
"Peromyscus_maniculatus"	"TEX"
"Peromyscus_maniculatus"	"ALA"
"Peromyscus_maniculatus"	"GEO"
"Peromyscus_maniculatus"	"MSI"
"Peromyscus_maniculatus"	"SCA"
"Peromyscus_maniculatus"	"LOU"
"Peromyscus_maniculatus"	"MXN"
"Peromyscus_maniculatus"	"MXE"
"Peromyscus_maniculatus"	"MXS"
"Peromyscus_maniculatus"	"MXG"
"Peromyscus_maniculatus"	"MXC"
"Peromyscus_mayensis"	"GUA"
"Peromyscus_megalops"	"MXC"
"Peromyscus_megalops"	"MXS"
"Peromyscus_megalops"	"MXG"
"Peromyscus_mekisturus"	"MXC"
"Peromyscus_melanocarpus"	"MXC"
"Peromyscus_melanocarpus"	"MXS"
"Peromyscus_melanocarpus"	"MXG"
"Peromyscus_melanophrys"	"MXE"
"Peromyscus_melanophrys"	"MXN"
"Peromyscus_melanophrys"	"MXS"
"Peromyscus_melanophrys"	"MXC"
"Peromyscus_melanophrys"	"MXG"
"Peromyscus_melanophrys"	"MXT"
"Peromyscus_melanophrys"	"GUA"
"Peromyscus_melanurus"	"MXS"
"Peromyscus_merriami"	"ARI"
"Peromyscus_merriami"	"MXN"
"Peromyscus_merriami"	"MXE"
"Peromyscus_nasutus"	"COL"
"Peromyscus_nasutus"	"UTA"
"Peromyscus_nasutus"	"ARI"
"Peromyscus_nasutus"	"NWM"
"Peromyscus_nasutus"	"OKL"
"Peromyscus_nasutus"	"TEX"
"Peromyscus_nasutus"	"MXE"
"Peromyscus_ochraventer"	"MXE"
"Peromyscus_pectoralis"	"OKL"
"Peromyscus_pectoralis"	"TEX"
"Peromyscus_pectoralis"	"NWM"
"Peromyscus_pectoralis"	"MXE"
"Peromyscus_pectoralis"	"MXS"
"Peromyscus_pectoralis"	"MXC"
"Peromyscus_perfulvus"	"MXS"
"Peromyscus_perfulvus"	"MXE"
"Peromyscus_perfulvus"	"MXC"
"Peromyscus_polionotus"	"ALA"
"Peromyscus_polionotus"	"GEO"
"Peromyscus_polionotus"	"NCA"
"Peromyscus_polionotus"	"SCA"
"Peromyscus_polionotus"	"FLA"
"Peromyscus_polius"	"MXE"
"Peromyscus_pseudocrinitus"	"MXN"
"Peromyscus_sagax"	"MXS"
"Peromyscus_schmidlyi"	"MXN"
"Peromyscus_schmidlyi"	"MXE"
"Peromyscus_sejugis"	"MXN"
"Peromyscus_simulus"	"MXE"
"Peromyscus_simulus"	"MXN"
"Peromyscus_simulus"	"MXS"
"Peromyscus_slevini"	"MXN"
"Peromyscus_spicilegus"	"MXE"
"Peromyscus_spicilegus"	"MXN"
"Peromyscus_spicilegus"	"MXS"
"Peromyscus_stephani"	"MXN"
"Peromyscus_stirtoni"	"GUA"
"Peromyscus_stirtoni"	"ELS"
"Peromyscus_stirtoni"	"HON"
"Peromyscus_stirtoni"	"NIC"
"Peromyscus_truei"	"WAS"
"Peromyscus_truei"	"ORE"
"Peromyscus_truei"	"IDA"
"Peromyscus_truei"	"WYO"
"Peromyscus_truei"	"CAL"
"Peromyscus_truei"	"NEV"
"Peromyscus_truei"	"NEB"
"Peromyscus_truei"	"UTA"
"Peromyscus_truei"	"COL"
"Peromyscus_truei"	"KAN"
"Peromyscus_truei"	"ARI"
"Peromyscus_truei"	"NWM"
"Peromyscus_truei"	"OKL"
"Peromyscus_truei"	"TEX"
"Peromyscus_truei"	"MXN"
"Peromyscus_winkelmanni"	"MXS"
"Peromyscus_yucatanicus"	"MXT"
"Peromyscus_yucatanicus"	"GUA"
"Peromyscus_yucatanicus"	"BLZ"
"Peromyscus_zarhynchus"	"MXT"
"Peromyscus_zarhynchus"	"GUA"
"Phenacomys_intermedius"	"ASK"
"Phenacomys_intermedius"	"BRC"
"Phenacomys_intermedius"	"ABT"
"Phenacomys_intermedius"	"WAS"
"Phenacomys_intermedius"	"IDA"
"Phenacomys_intermedius"	"ORE"
"Phenacomys_intermedius"	"NEV"
"Phenacomys_intermedius"	"UTA"
"Phenacomys_intermedius"	"COL"
"Phenacomys_intermedius"	"CAL"
"Phenacomys_intermedius"	"ARI"
"Phenacomys_intermedius"	"NWM"
"Phenacomys_ungava"	"YUK"
"Phenacomys_ungava"	"NWT"
"Phenacomys_ungava"	"NUN"
"Phenacomys_ungava"	"QUE"
"Phenacomys_ungava"	"ASK"
"Phenacomys_ungava"	"BRC"
"Phenacomys_ungava"	"ABT"
"Phenacomys_ungava"	"SAS"
"Phenacomys_ungava"	"MAN"
"Phenacomys_ungava"	"LAB"
"Phenacomys_ungava"	"ONT"
"Phenacomys_ungava"	"MIN"
"Phenacomys_ungava"	"MIC"
"Phenacomys_ungava"	"NBR"
"Scotinomys_teguina"	"MXG"
"Scotinomys_teguina"	"MXT"
"Scotinomys_teguina"	"MXS"
"Scotinomys_teguina"	"GUA"
"Scotinomys_teguina"	"BLZ"
"Scotinomys_teguina"	"HON"
"Scotinomys_teguina"	"ELS"
"Scotinomys_teguina"	"NIC"
"Scotinomys_teguina"	"COS"
"Sigmodon_ochrognathus"	"ARI"
"Sigmodon_ochrognathus"	"NWM"
"Sigmodon_ochrognathus"	"MXE"
"Sigmodon_ochrognathus"	"TEX"
"Sigmodon_ochrognathus"	"MXN"
"Sooretamys_angouya"	"BZL"
"Sooretamys_angouya"	"BZE"
"Sooretamys_angouya"	"BOL"
"Sooretamys_angouya"	"PAR"
"Sooretamys_angouya"	"BZC"
"Sooretamys_angouya"	"AGE"
"Sooretamys_angouya"	"BZS"
"Synaptomys_cooperi"	"QUE"
"Synaptomys_cooperi"	"LAB"
"Synaptomys_cooperi"	"MAN"
"Synaptomys_cooperi"	"ONT"
"Synaptomys_cooperi"	"MIN"
"Synaptomys_cooperi"	"MIC"
"Synaptomys_cooperi"	"NBR"
"Synaptomys_cooperi"	"MAI"
"Synaptomys_cooperi"	"NSC"
"Synaptomys_cooperi"	"WIS"
"Synaptomys_cooperi"	"NWY"
"Synaptomys_cooperi"	"SDA"
"Synaptomys_cooperi"	"IOW"
"Synaptomys_cooperi"	"NWH"
"Synaptomys_cooperi"	NA
"Synaptomys_cooperi"	"NEB"
"Synaptomys_cooperi"	"ILL"
"Synaptomys_cooperi"	"MAS"
"Synaptomys_cooperi"	"INI"
"Synaptomys_cooperi"	"OHI"
"Synaptomys_cooperi"	"NWJ"
"Synaptomys_cooperi"	"CNT"
"Synaptomys_cooperi"	"PEN"
"Synaptomys_cooperi"	"KAN"
"Synaptomys_cooperi"	"MSO"
"Synaptomys_cooperi"	"MRY"
"Synaptomys_cooperi"	"DEL"
"Synaptomys_cooperi"	"KTY"
"Synaptomys_cooperi"	"WVA"
"Synaptomys_cooperi"	"VRG"
"Synaptomys_cooperi"	"NCA"
"Synaptomys_cooperi"	"ARK"
"Synaptomys_cooperi"	"TEN"
"Synaptomys_cooperi"	"GEO"
"Transandinomys_bolivaris"	"HON"
"Transandinomys_bolivaris"	"NIC"
"Transandinomys_bolivaris"	"COS"
"Transandinomys_bolivaris"	"PAN"
"Transandinomys_bolivaris"	"CLM"
"Transandinomys_bolivaris"	"ECU"
"Transandinomys_talamancae"	"CLM"
"Transandinomys_talamancae"	"VEN"
"Transandinomys_talamancae"	"COS"
"Transandinomys_talamancae"	"PAN"
"Transandinomys_talamancae"	"ECU"
"Transandinomys_talamancae"	NA
"Tylomys_bullaris"	"MXS"
"Tylomys_fulviventer"	"CLM"
"Tylomys_mirae"	"CLM"
"Tylomys_mirae"	"ECU"
"Tylomys_panamensis"	"PAN"
"Tylomys_panamensis"	"CLM"
"Tylomys_tumbalensis"	"MXT"
"Tylomys_watsoni"	"COS"
"Tylomys_watsoni"	"PAN"
"Tylomys_watsoni"	"CLM"
"Wilfredomys_oenax"	"BZS"
"Wilfredomys_oenax"	"URU"
"Zygodontomys_brevicauda"	"CLM"
"Zygodontomys_brevicauda"	"NLA"
"Zygodontomys_brevicauda"	"VEN"
"Zygodontomys_brevicauda"	NA
"Zygodontomys_brevicauda"	"TRT"
"Zygodontomys_brevicauda"	"COS"
"Zygodontomys_brevicauda"	"PAN"
"Zygodontomys_brevicauda"	"GUY"
"Zygodontomys_brevicauda"	"SUR"
"Zygodontomys_brevicauda"	"FRG"
"Zygodontomys_brevicauda"	"BZN"
"Zygodontomys_brunneus"	"CLM"
"Cuniculus_paca"	"MXE"
"Cuniculus_paca"	"MXG"
"Cuniculus_paca"	"MXT"
"Cuniculus_paca"	"MXC"
"Cuniculus_paca"	"GUA"
"Cuniculus_paca"	"BLZ"
"Cuniculus_paca"	"MXS"
"Cuniculus_paca"	"HON"
"Cuniculus_paca"	"ELS"
"Cuniculus_paca"	"NIC"
"Cuniculus_paca"	"COS"
"Cuniculus_paca"	"CLM"
"Cuniculus_paca"	"VEN"
"Cuniculus_paca"	NA
"Cuniculus_paca"	"TRT"
"Cuniculus_paca"	"PAN"
"Cuniculus_paca"	"GUY"
"Cuniculus_paca"	"SUR"
"Cuniculus_paca"	"FRG"
"Cuniculus_paca"	"BZN"
"Cuniculus_paca"	"ECU"
"Cuniculus_paca"	"BZE"
"Cuniculus_paca"	"PER"
"Cuniculus_paca"	"BZC"
"Cuniculus_paca"	"BOL"
"Cuniculus_paca"	"BZL"
"Cuniculus_paca"	"PAR"
"Cuniculus_paca"	"BZS"
"Cuniculus_paca"	"AGE"
"Cuniculus_taczanowskii"	"VEN"
"Cuniculus_taczanowskii"	"CLM"
"Cuniculus_taczanowskii"	"ECU"
"Cuniculus_taczanowskii"	"PER"
"Cuniculus_taczanowskii"	"BOL"
"Cynocephalus_volans"	"PHI"
"Galeopterus_variegatus"	"LAO"
"Galeopterus_variegatus"	"VIE"
"Galeopterus_variegatus"	"MYA"
"Galeopterus_variegatus"	"THA"
"Galeopterus_variegatus"	"CBD"
"Galeopterus_variegatus"	"BOR"
"Galeopterus_variegatus"	"MLY"
"Galeopterus_variegatus"	"SUM"
"Galeopterus_variegatus"	"JAW"
"Tolypeutes_matacus"	"BZC"
"Tolypeutes_matacus"	"BOL"
"Tolypeutes_matacus"	"PAR"
"Tolypeutes_matacus"	"AGW"
"Tolypeutes_matacus"	"AGE"
"Tolypeutes_tricinctus"	"BZE"
"Tolypeutes_tricinctus"	"BZN"
"Tolypeutes_tricinctus"	"BZC"
"Tolypeutes_tricinctus"	"BZL"
"Dasyprocta_azarae"	"BZC"
"Dasyprocta_azarae"	"BOL"
"Dasyprocta_azarae"	"BZL"
"Dasyprocta_azarae"	"PAR"
"Dasyprocta_azarae"	"BZS"
"Dasyprocta_azarae"	"AGE"
"Dasyprocta_coibae"	"PAN"
"Dasyprocta_leporina"	"VEN"
"Dasyprocta_leporina"	"NLA"
"Dasyprocta_leporina"	NA
"Dasyprocta_leporina"	"TRT"
"Dasyprocta_leporina"	"GUY"
"Dasyprocta_leporina"	"CLM"
"Dasyprocta_leporina"	"SUR"
"Dasyprocta_leporina"	"FRG"
"Dasyprocta_leporina"	"BZN"
"Dasyprocta_leporina"	"BZE"
"Dasyprocta_leporina"	"BZC"
"Dasyprocta_leporina"	"BZL"
"Dasyprocta_leporina"	"BZS"
"Dasyprocta_fuliginosa"	"CLM"
"Dasyprocta_fuliginosa"	"VEN"
"Dasyprocta_fuliginosa"	"BZN"
"Dasyprocta_fuliginosa"	"ECU"
"Dasyprocta_fuliginosa"	"PER"
"Dasyprocta_fuliginosa"	"BOL"
"Dasyprocta_guamara"	"VEN"
"Dasyprocta_kalinowskii"	"PER"
"Dasyprocta_kalinowskii"	"BOL"
"Dasyprocta_leporina"	"VEN"
"Dasyprocta_leporina"	"NLA"
"Dasyprocta_leporina"	NA
"Dasyprocta_leporina"	"TRT"
"Dasyprocta_leporina"	"GUY"
"Dasyprocta_leporina"	"CLM"
"Dasyprocta_leporina"	"SUR"
"Dasyprocta_leporina"	"FRG"
"Dasyprocta_leporina"	"BZN"
"Dasyprocta_leporina"	"BZE"
"Dasyprocta_leporina"	"BZC"
"Dasyprocta_leporina"	"BZL"
"Dasyprocta_leporina"	"BZS"
"Dasyprocta_mexicana"	"MXG"
"Dasyprocta_mexicana"	"MXC"
"Dasyprocta_mexicana"	"MXT"
"Dasyprocta_mexicana"	"MXS"
"Dasyprocta_prymnolopha"	"BZN"
"Dasyprocta_prymnolopha"	"BZE"
"Dasyprocta_prymnolopha"	"BZC"
"Dasyprocta_prymnolopha"	"BZL"
"Dasyprocta_punctata"	"MXT"
"Dasyprocta_punctata"	"GUA"
"Dasyprocta_punctata"	"BLZ"
"Dasyprocta_punctata"	"MXS"
"Dasyprocta_punctata"	"HON"
"Dasyprocta_punctata"	"ELS"
"Dasyprocta_punctata"	"NIC"
"Dasyprocta_punctata"	"CLM"
"Dasyprocta_punctata"	"COS"
"Dasyprocta_punctata"	"VEN"
"Dasyprocta_punctata"	"PAN"
"Dasyprocta_punctata"	"ECU"
"Dasyprocta_ruatanica"	"SWC"
"Myoprocta_acouchy"	"GUY"
"Myoprocta_acouchy"	"SUR"
"Myoprocta_acouchy"	"FRG"
"Myoprocta_acouchy"	"BZN"
"Myoprocta_pratti"	"CLM"
"Myoprocta_pratti"	"BZN"
"Myoprocta_pratti"	"ECU"
"Myoprocta_pratti"	"PER"
"Ningaui_ridei"	"NTA"
"Ningaui_ridei"	"QLD"
"Ningaui_ridei"	"WAU"
"Ningaui_ridei"	"SOA"
"Ningaui_ridei"	"NSW"
"Ningaui_timealeyi"	"WAU"
"Caluromys_derbianus"	"MXC"
"Caluromys_derbianus"	"MXG"
"Caluromys_derbianus"	"MXT"
"Caluromys_derbianus"	"GUA"
"Caluromys_derbianus"	"BLZ"
"Caluromys_derbianus"	"MXS"
"Caluromys_derbianus"	"HON"
"Caluromys_derbianus"	"ELS"
"Caluromys_derbianus"	"NIC"
"Caluromys_derbianus"	"COS"
"Caluromys_derbianus"	"PAN"
"Caluromys_derbianus"	"CLM"
"Caluromys_derbianus"	"ECU"
"Caluromys_derbianus"	NA
"Caluromys_lanatus"	"CLM"
"Caluromys_lanatus"	"VEN"
"Caluromys_lanatus"	"BZN"
"Caluromys_lanatus"	"ECU"
"Caluromys_lanatus"	"PER"
"Caluromys_lanatus"	"BOL"
"Caluromys_lanatus"	"BZC"
"Caluromys_lanatus"	"BZL"
"Caluromys_lanatus"	"PAR"
"Caluromys_lanatus"	"BZS"
"Caluromys_lanatus"	"AGE"
"Caluromys_philander"	"VNA"
"Caluromys_philander"	"TRT"
"Caluromys_philander"	"VEN"
"Caluromys_philander"	"GUY"
"Caluromys_philander"	"CLM"
"Caluromys_philander"	"SUR"
"Caluromys_philander"	"FRG"
"Caluromys_philander"	"BZN"
"Caluromys_philander"	"BZE"
"Caluromys_philander"	"BZC"
"Caluromys_philander"	"BOL"
"Caluromys_philander"	"BZL"
"Caluromysiops_irrupta"	"BZN"
"Caluromysiops_irrupta"	"BOL"
"Caluromysiops_irrupta"	"BZC"
"Caluromysiops_irrupta"	"PER"
"Chacodelphys_formosa"	"AGE"
"Chironectes_minimus"	"MXG"
"Chironectes_minimus"	"MXT"
"Chironectes_minimus"	"MXC"
"Chironectes_minimus"	"GUA"
"Chironectes_minimus"	"BLZ"
"Chironectes_minimus"	"MXS"
"Chironectes_minimus"	"HON"
"Chironectes_minimus"	"ELS"
"Chironectes_minimus"	"NIC"
"Chironectes_minimus"	"COS"
"Chironectes_minimus"	"CLM"
"Chironectes_minimus"	NA
"Chironectes_minimus"	"TRT"
"Chironectes_minimus"	"VEN"
"Chironectes_minimus"	"PAN"
"Chironectes_minimus"	"GUY"
"Chironectes_minimus"	"SUR"
"Chironectes_minimus"	"FRG"
"Chironectes_minimus"	"BZN"
"Chironectes_minimus"	"ECU"
"Chironectes_minimus"	"PER"
"Chironectes_minimus"	"BZE"
"Chironectes_minimus"	"BOL"
"Chironectes_minimus"	"BZC"
"Chironectes_minimus"	"BZL"
"Chironectes_minimus"	"PAR"
"Chironectes_minimus"	"BZS"
"Chironectes_minimus"	"AGE"
"Cryptonanus_agricolai"	"BZE"
"Cryptonanus_agricolai"	"BZC"
"Cryptonanus_agricolai"	"BZL"
"Cryptonanus_chacoensis"	"BOL"
"Cryptonanus_chacoensis"	"BZC"
"Cryptonanus_chacoensis"	"PAR"
"Cryptonanus_chacoensis"	"AGW"
"Cryptonanus_chacoensis"	"AGE"
"Cryptonanus_guahybae"	"BZS"
"Cryptonanus_unduaviensis"	"BOL"
"Didelphis_imperfecta"	"VEN"
"Didelphis_imperfecta"	"GUY"
"Didelphis_imperfecta"	"CLM"
"Didelphis_imperfecta"	"SUR"
"Didelphis_imperfecta"	"FRG"
"Didelphis_imperfecta"	"BZN"
"Glironia_venusta"	"BZN"
"Glironia_venusta"	"ECU"
"Glironia_venusta"	"CLM"
"Glironia_venusta"	"PER"
"Glironia_venusta"	"BZC"
"Glironia_venusta"	"BOL"
"Gracilinanus_aceramarcae"	"PER"
"Gracilinanus_aceramarcae"	"BOL"
"Gracilinanus_agilis"	"BZE"
"Gracilinanus_agilis"	"ECU"
"Gracilinanus_agilis"	"PER"
"Gracilinanus_agilis"	"BZN"
"Gracilinanus_agilis"	"BOL"
"Gracilinanus_agilis"	"BZC"
"Gracilinanus_agilis"	"BZL"
"Gracilinanus_agilis"	"PAR"
"Gracilinanus_agilis"	"BZS"
"Gracilinanus_agilis"	"AGE"
"Gracilinanus_dryas"	"VEN"
"Gracilinanus_dryas"	"CLM"
"Gracilinanus_emiliae"	"VEN"
"Gracilinanus_emiliae"	"GUY"
"Gracilinanus_emiliae"	"FRG"
"Gracilinanus_emiliae"	"BZN"
"Gracilinanus_emiliae"	"SUR"
"Gracilinanus_emiliae"	"CLM"
"Gracilinanus_emiliae"	"BZE"
"Gracilinanus_marica"	"CLM"
"Gracilinanus_marica"	"VEN"
"Gracilinanus_marica"	"NLA"
"Gracilinanus_marica"	NA
"Gracilinanus_marica"	"TRT"
"Gracilinanus_microtarsus"	"BZL"
"Gracilinanus_microtarsus"	"BZS"
"Gracilinanus_microtarsus"	"AGE"
"Hyladelphys_kalinowskii"	"FRG"
"Hyladelphys_kalinowskii"	"GUY"
"Hyladelphys_kalinowskii"	"SUR"
"Hyladelphys_kalinowskii"	"BZN"
"Hyladelphys_kalinowskii"	"CLM"
"Hyladelphys_kalinowskii"	"PER"
"Hyladelphys_kalinowskii"	"BOL"
"Marmosa_andersoni"	"PER"
"Marmosa_lepida"	"VEN"
"Marmosa_lepida"	"GUY"
"Marmosa_lepida"	"SUR"
"Marmosa_lepida"	"FRG"
"Marmosa_lepida"	"CLM"
"Marmosa_lepida"	"BZN"
"Marmosa_lepida"	"ECU"
"Marmosa_lepida"	"PER"
"Marmosa_lepida"	"BOL"
"Marmosa_mexicana"	"MXE"
"Marmosa_mexicana"	"MXG"
"Marmosa_mexicana"	"MXT"
"Marmosa_mexicana"	"MXC"
"Marmosa_mexicana"	"GUA"
"Marmosa_mexicana"	"BLZ"
"Marmosa_mexicana"	"MXS"
"Marmosa_mexicana"	"SWC"
"Marmosa_mexicana"	"HON"
"Marmosa_mexicana"	"ELS"
"Marmosa_mexicana"	"NIC"
"Marmosa_mexicana"	"COS"
"Marmosa_mexicana"	"PAN"
"Marmosa_mexicana"	"CLM"
"Marmosa_murina"	"TRT"
"Marmosa_murina"	"VEN"
"Marmosa_murina"	"CLM"
"Marmosa_murina"	"GUY"
