LEVEL_3_CO,ID,LEVEL_NAME,REGION_NAM,CONTINENT,THREEREALM,REALM_LONG,NEOPALEO,AREA_M2,AREA_KM2,PERIMETER,LAT,LONG,X_COORD,Y_COORD,ISISLAND,PALMSR,PalmPresAbs,srtm_alt_mean,srtm_alt_median,srtm_alt_min,srtm_alt_max,alt_min0,alt_range,soilcount,PREC_Sum,PREC_CV,P_drie_quart,Tmean_mean,T_cold_quart,Temp_SD,Tmin_cold_month,GPP_mean,GPP_median,GPP_min,GPP_max,GPP_range,GPP_SD,NPP_mean,NPP_median,NPP_min,NPP_max,NPP_range,NPP_SD,GeologicalOrigin,Geology_3categ,DistToCont_m,DistToCont_km,NearestMainland,ensLGM_Pmean,ensLGM_Tmean,ensLGM_Pano,ensLGM_Tano,ccLGM_Tmean,ccLGM_Pmean,miLGM_Tmean,miLGM_Pmean,ccAnoTmean,ccAnoTmedian,miAnoTmean,miAnoTmedian,ccAnoPmean,ccAnoPmedian,miAnoPmean,miAnoPmedian,PLIO_PREC_30s,PLIO_TEMP_30s,PLIO_P_ANOM,PLIO_T_ANOM,Plio_Wmm_mean,Plio_Cmm_mean,Mio_Prec_Mean,Mio_Temp_Mean,VelocityMean,VelocityMedian,VelocityMeanLog,CH_Extent,CH_Mean,CH_Range,CH_CV,CH_Min,CH_Max,CH_Median,CH_SD,CH_Majority,CH_Sum,CH_Variety,CH_PercCover,CH_PercQuart4
TON,326,Tonga,Southwestern Pacific,PACIFIC,OWEast,Oceania,Old World,776174380.3,776.1743803,388267.2358,-19.98207653,-174.8245319,-16868016.99,-2496549.768,1,2,1,63.2833,25,-7,730,0,730,2,1844.1112,31.5806,305.9,239.9271833,220.5292,1498.8472,192.4444,22703.2,25972,0,38485,38485,13788.3,14200.3,16586,1329,19164,17835,4348.02,volcanic,volcanic,3051594.39,3051.59439,QLD,2011.1912,221.6985,-171.6792,19.2625,224.7278,2175.8333,218.8907,1853.2947,16.0389,17,22.412,24,-344.2403,-406,-2.4938,379,3661.16,266.084,-1877.44,-26.3509,0,0,0,0,,,,1,,,,,,,,,,,,
TRT,327,Trinidad-Tobago,Caribbean,SOUTHERN AMERICA,NewWorld,Neotropics,New World,5029530689,5029.530689,472308.5332,10.46836429,-61.25263722,-5910052.604,1328207.974,1,23,1,89.4994,48,-5,849,0,849,5,2074.7099,44.3713,213.1716,257.3692833,247.6127,634.2635,201.5574,27886.7,29270,0,41070,41070,8772.15,13243.9,12475,1177,20459,19282,3503.67,mixed,continental,14783.99763,14.78399763,VEN,2219.2986,231.2407,-145.9254,26.2556,240.0319,2139.2676,222.5246,2307.7542,17.3082,18,34.8053,35,-61.9598,-76,-234.0197,-226,419.634,291.238,1655.71,-33.7583,0,0,0,0,4.8077747,4.404638052,0.53858213,1,13.1546,51,0.44995819,1,52,12,5.91902,11,172522,35,0.739748435,0.047097975
TUA,328,Tuamotu,South-Central Pacific,PACIFIC,NewWorld,Oceania,New World,288818762.5,288.8187625,837815.9565,-16.02806281,-145.2556793,-14016204.35,-2017619.838,1,2,1,10.0435,4,-7,84,0,84,1,1577.7227,38.9022,215.663,265.8962455,,,,9906.2,4782,0,41054,41054,11878.9,9423.9,8771,1298,20660,19362,5081.5,atoll,atoll,5719673.072,5719.673072,QLD,2200.9917,255.1139,-627.0761,,251.8528,1438.4194,258.3833,2971.2305,,,,,132.6576,158,-1396.5588,-1388,5612.49,287.085,-4122.85,,0,0,0,0,5.373105219,6.041695118,0.705471266,1,,,,,,,,,,,,
TUB,329,Tubuai Is.,South-Central Pacific,PACIFIC,NewWorld,Oceania,New World,98857936.2,98.8579362,81124.32827,-23.09404809,-150.0682363,-14480014.94,-2868684.61,1,0,0,111.2887,89,-1,344,0,344,1,2009.8867,26.2165,368.0309,226.4616333,204.6824,1796.9059,174.8941,31320.1,36462,0,37523,37523,9133.96,16599.5,18905,7072,19538,12466,4164.13,mixed,volcanic,5198857.152,5198.857152,QLD,2853.2222,210.5111,-859.9175,16.7765,211.0222,2788.9705,210.0444,2928.8296,15.9176,17,19.875,21,-781.8453,-757,-1020,-1216,4159.24,249.748,-2156.81,-24.0506,0,0,0,0,,,,1,,,,,,,,,,,,
TUE,330,Turkey-in-Europe,Southeastern Europe,EUROPE,OWEast,Palearctic,Old World,23517530859,23517.53086,1050089.978,41.27603529,27.31928141,2635842.789,4830946.401,0,0,0,162.9448,128,-10,921,0,921,5,642.8289,39.3873,79.9793,131.205875,45.5601,6787.2349,1.4033,8703.34,7781,0,23485,23485,3426.91,5057.25,4706,575,13442,12867,1151.89,mainland,mainland,,,,530.8503,82.1341,112.1109,49.2597,75.6259,576.1692,89.1295,486.1133,55.7755,55,42.3117,42,66.6179,65,157.1529,156,1243.92,167.337,-600.007,-36.1091,29.28,5.91,1.031,19.792,,,,1,24.7267,31,0.135292214,5,36,24,3.34533,23,140942,15,0.05286932,0.040180683
TUN,331,Tunisia,Northern Africa,AFRICA,OWWest,Palearctic,Old World,1.55384E+11,155383.9812,2610649.684,34.11124917,9.561561422,922720.0944,4099684.726,0,1,1,256.2838,206,-31,1444,0,1444,12,224.5003,54.022,14.9003,191.1198583,104.6075,6748.1187,44.8581,1822.13,0,0,34856,34856,3044.19,2665.3,2224,376,21596,21220,1790.75,mainland,mainland,,,,289.3032,180.4649,-64.6212,10.6767,191.1617,156.6479,170.2354,422.5227,-0.0409,-2,20.9319,21,67.974,51,-197.8706,-144,432.862,228.405,-208.101,-37.2525,31.5729,13.0712,1.177,23.1794,7.028226998,6.21039772,0.80263475,1,22.5982,30,0.056228372,3,33,23,1.27066,23,40157,5,0.002742546,0.002369054
TUR,332,Turkey,Western Asia,ASIA-TEMPERATE,OWEast,Palearctic,Old World,7.56499E+11,756499.2442,6546817.805,38.989446,35.43172673,3418125.125,4603198.238,0,1,1,1173.2811,1113,-42,4972,0,4972,13,591.9836,51.9941,45.2973,106.9453083,7.374,7669.9731,-44.5934,5660.43,4386,0,36179,36179,3845.03,3505.09,2753,0,22140,22140,2148.1,mainland,mainland,,,,500.0822,61.472,92.4697,45.661,53.4685,499.0803,69.9166,501.6994,53.6504,55,37.215,37,93.4726,81,90.8285,78,1478.41,140,-886.589,-32.9314,25.3103,3.9087,1.68096,17.4164,2.026151641,2.007384658,0.25127419,1,24.5585,61,0.244007167,1,62,24,5.99245,26,7097760,56,0.086116284,0.057277963
TUV,333,Tuvalu,Southwestern Pacific,PACIFIC,OWEast,Oceania,Old World,52805330.06,52.80533006,88095.9297,-7.587359998,178.2011101,17193721.89,-964728.9082,1,0,0,4.75,4,2,15,2,13,1,2990.25,25,574.5,282.75,280.625,134.625,252.75,681.522,0,0,18747,18747,3264.22,7806,7957,5477,9984,4507,1843.07,atoll,atoll,2819215.581,2819.215581,QLD,3646.0601,268.68,-592.375,14.25,265.434,2916.7737,271.8868,4436.3398,17.25,17,10.75,11,71.5,14,-1378.875,-1252,11269.4,312.94,-7112.1,-30,0,0,0,0,2.922192929,2.000483751,0.337424164,1,,,,,,,,,,,,
TVA,334,Tuva,Siberia,ASIA-TEMPERATE,OWEast,Palearctic,Old World,1.69687E+11,169686.802,2856128.249,51.57947047,94.79308741,9144715.177,5740328.622,0,0,0,1545.3196,1494,517,3858,517,3341,16,427.8513,77.7997,28.5171,-61.65335,-273.1886,15461.3145,-348.6378,4885.46,4632,0,10698,10698,2339.31,2944.39,2847,148,6670,6522,1248.52,mainland,mainland,,,,267.4387,-105.482,160.4386,43.8625,-102.8441,273.4053,-107.6101,261.9866,41.2203,41,45.9656,46,154.4892,147,166.004,156,2583.68,4.15663,-2155.96,-65.7738,15.735,-13.6585,1.97731,0.185062,,,,1,18.998,58,0.299210443,1,59,18,5.6844,18,5611770,48,0.314684115,0.058360615
TVL,335,Northern Provinces,Southern Africa,AFRICA,OWWest,Afrotropics,Old World,3.35731E+11,335730.9866,3304540.994,-25.26571446,28.07825549,2710475.997,-3119676.031,0,4,1,1133.6013,1171,-244,2290,0,2290,18,609.7681,77.2153,20.0868,185.1045083,127.3341,4061.5708,31.3866,9048.67,8892,0,30909,30909,3938.23,5454.67,5241,745,18190,17445,2244.9,mainland,mainland,,,,599.9744,155.3319,9.7858,29.8186,158.3108,618.8559,152.8709,581.433,26.8467,27,32.2984,33,-9.1777,-17,28.1073,25,2438.74,214.955,-1828.85,-29.8252,26.2586,13.3928,2.22048,21.3151,2.100456188,1.74589467,0.274022048,1,10.0002,46,0.758901822,1,47,10,7.58917,1,893976,32,0.069633357,0.003566727
TZK,336,Tadzhikistan,Middle Asia,ASIA-TEMPERATE,OWEast,Palearctic,Old World,1.42387E+11,142387.313,3345988.041,38.52781756,71.04218063,6855225.711,4559358.201,0,0,0,2962.0183,3345,294,6954,294,6660,11,560.8609,59.7434,31.2039,24.63084167,-98.0174,9166.501,-160.457,1778.39,569,0,12758,12758,2125.62,1902.03,1775,0,7313,7313,1181.12,mainland,mainland,,,,628.129,-16.0014,-67.179,40.6396,-11.5292,624.5712,-20.0921,632.3148,36.111,38,44.6818,45,-63.5311,-57,-71.2196,-67,1938.82,61.0463,-1378.1,-36.3351,19.1294,-7.87222,1.5588,11.2575,5.108076453,4.720677853,0.629490464,1,12.3636,12,0.333081788,2,14,14,4.11809,14,272,2,3.50557E-05,
UGA,337,Uganda,East Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,2.42066E+11,242065.8827,2410414.801,1.280084629,32.38622999,3124806.59,163146.078,0,6,1,1153.4899,1132,579,4656,579,4077,22,1195.655,46.7071,124.1569,224.6812583,215.1988,741.3419,155.8098,15180.7,15253,0,34118,34118,9151.25,9114.88,8468,680,18389,17709,3575.1,mainland,mainland,,,,755.0414,206.966,440.5867,17.7601,206.2188,796.7545,208.2094,713.8768,18.5049,20,16.4838,16,398.8993,377,481.8243,509,4292.74,228.187,-3097.06,-3.47376,22.9642,21.1079,5.55117,22.0157,1.311198376,0.695687622,-0.073237415,1,9.69847,43,0.574997912,1,44,9,5.5766,7,1515520,38,0.186152673,0.003889498
UKR,338,Ukraine,Eastern Europe,EUROPE,OWWest,Palearctic,Old World,6.05805E+11,605804.9393,6014277.846,49.06576792,31.11584132,3004519.177,5530316.233,0,0,0,179.2106,156,-195,1968,0,1968,15,571.3904,28.7574,103.7339,80.339225,-37.1309,9039.1846,-80.7969,7276.32,7042,0,19943,19943,2236.3,4304.8,4221,343,11963,11620,843.922,mainland,mainland,,,,460.4444,-31.4205,110.8417,111.8387,-49.9215,529.5205,-12.4269,391.8689,130.3248,131,92.8672,92,41.7634,44,179.4713,186,2047.65,121.546,-1477.04,-41.1277,24.1058,1.97595,2.67968,15.3459,3.858665742,3.631084919,0.503362156,1,20.0668,58,0.269644388,1,59,19,5.4109,16,6586700,50,0.103184129,0.034446998
URU,0,,Southern South America,SOUTHERN AMERICA,NewWorld,Neotropics,New World,1.77843E+11,177842.6231,1898128.527,-32.79956992,-56.01217362,-5404738.005,-3962381.11,0,6,1,107.7823,102,-8,458,0,458,8,1220.0032,13.1736,259.8215,175.1952833,120.6576,4391.5259,66.1628,13089.7,12466,0,35871,35871,3873.5,7077.88,6331,646,22299,21653,2325.37,mainland,mainland,,,,1004.2684,150.4451,215.709,24.7846,148.5383,1032.3141,152.8702,976.7496,26.6901,28,22.3545,22,187.6424,186,243.5837,274,2344.88,196.982,-1125.06,-21.7512,27.3035,10.3359,0.722231,21.4767,,,,1,,,,,,,,,,,,
UTA,340,Utah,Southwestern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,2.19875E+11,219874.9947,1952877.912,39.32520384,-111.6746324,-10774678.68,4636515.825,0,0,0,1835.3024,1731,667,4009,667,3342,9,318.4821,23.1147,59.1949,81.92250833,-29.7817,8807.667,-107.7235,2754.89,2241,0,13919,13919,1847.17,1750.49,1467,15,7562,7547,811.239,mainland,mainland,,,,379.9077,10.3445,-61.4494,71.6176,3.7674,329.1122,17.399,431.3146,78.1858,74,64.5349,64,-10.594,0,-112.7744,-86,1685.17,137.516,-1366.74,-55.5425,30.327,0.0586956,0.862571,12.7395,7.413778525,7.755504847,0.847125753,1,20.3546,37,0.380783705,1,38,22,7.7507,23,901687,37,0.045218149,0.02171643
UZB,341,Uzbekistan,Middle Asia,ASIA-TEMPERATE,OWEast,Palearctic,Old World,4.46622E+11,446621.9277,5850815.208,41.75041661,63.16950578,6102746.501,4869575.073,0,0,0,349.0646,193,-34,4316,0,4316,9,194.893,61.4981,8.6315,124.2382083,-15.9582,10739.8887,-76.6147,1530.59,1407,0,13083,13083,1785.3,1474.35,1105,0,7208,7208,919.166,mainland,mainland,,,,214.3553,62.8129,-19.4491,61.4627,48.027,232.8533,78.0769,196.3815,76.24,72,46.2111,44,-37.9313,-30,-1.5006,17,614.972,174.031,-420.089,-49.7415,32.0218,1.0744,0.950161,18.9736,5.188384376,3.566592216,0.597239681,1,,,,,,,,,,,,
VAN,342,Vanuatu,Southwestern Pacific,PACIFIC,OWEast,Oceania,Old World,12697737788,12697.73779,2114055.375,-16.20215409,167.7055728,16180739.12,-2038093.672,1,18,1,281.8762,215,-22,1698,0,1698,5,2632.3738,35.4459,400.4848,236.8452583,221.6763,1129.0815,189.511,30662.5,36143,0,38566,38566,11708.8,16303.5,17270,1052,20067,19015,3270.64,mixed,volcanic,1600768.472,1600.768472,QLD,3128.6968,219.9866,-509.1913,17.3888,222.8043,3063.1448,217.4656,3200.8591,14.3924,15,19.982,20,-440.7128,-462,-580.2051,-510,4823.41,284.386,-2197.21,-47.607,29.44,25.52,6.952,28.419,17.82245902,19.19082832,1.101602289,1,39.5401,28,0.086917079,19,47,40,3.43671,41,160533,25,0.088628872,0.088257766
VEN,343,Venezuela,Northern South America,SOUTHERN AMERICA,NewWorld,Neotropics,New World,9.10222E+11,910221.6044,8567186.898,7.118821943,-66.16904042,-6383890.548,903589.8219,0,100,1,348.4914,159,-21,4783,0,4783,16,1942.052,60.2252,152.4303,255.90845,248.559,561.9072,194.7048,21106.9,23723,0,38847,38847,8008.39,9815.26,10197,0,19031,19031,3573.5,mainland,mainland,,,,1348.24,236.417,593.2458,19.5501,228.3951,1600.0593,244.9313,1096.9846,27.5823,27,11.0316,10,341.1237,220,845.0829,725,1509.46,308.813,431.276,-52.8859,31.8525,28.3869,2.85957,28.1566,0.831576043,0.728966951,-0.186723967,1,17.1371,51,0.368471328,1,52,17,6.31453,16,25919700,52,0.475442043,0.082659332
VER,344,Vermont,Northeastern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,24701354958,24701.35496,772104.3228,44.08247962,-72.65980015,-7010838.418,5095190.603,0,0,0,372.8788,373,20,1216,20,1196,3,1078.7807,16.3615,209.2923,54.87606667,-78.5417,9885.4316,-149.935,11184.4,11661,0,17083,17083,2168.88,5865.57,5932,518,9614,9096,522.484,mainland,mainland,,,,528.2255,-194.4322,550.5237,249.3475,-157.5362,416.2328,-230.8862,640.847,212.4363,212,285.7395,286,662.5844,659,438.6776,436,3370.3,99.4356,-2291.6,-44.5004,21.905,-2.8,2.803,13.9635,4.291902436,3.89359796,0.45686221,1,14.8476,63,0.231479835,1,64,14,3.43692,14,1484410,49,0.844113848,0.005572489
VIC,345,Victoria,Australia,AUSTRALASIA,OWEast,Australasia,Old World,2.27726E+11,227725.7618,3115407.302,-36.85746645,144.3078569,13922646,-4389264.996,0,1,1,258.3037,148,-60,1907,0,1907,16,703.0347,24.0128,119.2821,137.8820583,82.4269,4348.9756,31.2298,12464.9,9757,0,34167,34167,7532.32,7866.83,6078,711,21864,21153,4761.65,mainland,mainland,,,,740.483,111.5833,-36.6365,26.404,103.4761,901.0105,120.163,580.7415,34.5227,34,17.7938,19,-196.8123,-100,122.9958,108,1556.83,157.211,-851.868,-19.3647,21.8422,8.35565,1.28654,19.2935,20.24635933,16.88161755,1.262120568,1,21.9526,39,0.301277753,1,40,25,6.61383,26,6034540,40,0.280010553,0.175412773
VIE,346,Vietnam,Indo-China,ASIA-TROPICAL,OWEast,IndoMalay,Old World,3.25523E+11,325522.9422,8314598.224,16.65160342,106.3040353,10259091.52,2075670.855,0,84,1,393.8113,255,-30,3004,0,3004,14,1793.4388,80.7094,65.2141,234.164925,194.871,2787.3057,145.0526,19916.6,18895,0,42283,42283,7272.52,9666.59,9372,529,21005,20476,2999.67,mainland,mainland,,,,1515.5424,214.6428,278.8588,19.667,208.5614,1863.5769,221.2241,1167.8146,25.7559,29,13.0815,14,-68.9324,-12,626.3255,622,4154.51,256.785,-2359.8,-22.5048,31.0367,17.8243,3.85344,22.856,5.556173626,4.819493055,0.589395178,1,23.6497,39,0.320001099,1,40,26,7.56793,29,15547600,40,0.557146005,0.352441608
VRG,348,Virginia,Southeastern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,1.03919E+11,103919.1999,2937768.105,37.52180057,-78.82589678,-7606107.258,4458298.671,0,0,0,308.4764,186,-18,1654,0,1654,5,1090.2281,11.8637,235.5737,126.6312,21.2521,7923.3354,-46.69,13885.3,14531,0,29165,29165,3623.95,6805.16,6764,653,18315,17662,1264.34,mainland,mainland,,,,1216.6218,-39.7925,-126.5024,166.8387,-80.1122,985.2773,1.0186,1448.527,207.2408,212,126.0186,125,104.9932,91,-358.6508,-371,3144.11,151.843,-2054.72,-24.7717,26.195,2.48167,3.91282,17.3788,32.923143,35.13564873,1.44717054,1,20.6308,62,0.257075828,1,63,19,5.30368,18,6327170,43,0.678963285,0.229521625
WAK,349,Wake I.,Northwestern Pacific,PACIFIC,OWEast,Oceania,Old World,19533355.45,19.53335545,16615.43526,19.30151617,166.638191,16078299.22,2417226.811,1,0,0,4.3333,4,2,7,2,5,1,879.6667,48.8889,111.7778,267.1666583,251,1195.2222,224,1052.27,0,0,8764,8764,2667.77,4708.67,4661,4151,5314,1163,475.988,atoll,atoll,3404669.815,3404.669815,KAM,762.4815,255,116.2222,12,255,707.6667,255,814.1852,12,12,,,170,171,,,1960.05,277,-1081.25,-10,0,0,0,0,,,,1,,,,,,,,,,,,
WAL,350,Wallis-Futuna Is.,Southwestern Pacific,PACIFIC,OWEast,Oceania,Old World,166347490,166.34749,79055.73134,-13.78426596,-177.1439709,-17091765.62,-1741837.064,1,1,1,47.916,4,-1,383,0,383,1,3235.1755,24.1069,527.9771,267.7271167,260.542,463.7863,234.4504,13737.4,0,0,39280,39280,16168.1,13676.5,17188,4230,19219,14989,5004.26,volcanic,volcanic,3025620.563,3025.620563,QLD,3966.3762,254.1422,-739.458,13.4885,255.1147,3341.5,253.1651,4604.9678,12.3053,13,15.3592,15,-71.0076,55,-1409.0776,-1680,10087.5,296.931,-7166.19,-29.632,0,0,0,0,1.33158499,1.33158499,0.050740176,1,,,,,,,,,,,,
WAS,351,Washington,Northwestern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,1.74438E+11,174437.6817,3446705.137,47.38672446,-120.4312306,-11620220.55,5390408.318,0,0,0,704.7365,641,-23,4351,0,4351,9,1023.4794,47.6907,95.4145,75.63099167,-8.5117,6747.9443,-53.9931,8305.13,8246,0,23853,23853,4744.72,4883.56,4799,42,15588,15546,2464.49,mainland,mainland,,,,802.9655,-16.0246,221.0762,91.9752,-2.0171,766.5912,-29.5252,839.81,77.9529,87,105.5286,107,257.2861,205,184.9074,152,3624.88,92.5465,-2598.06,-16.8978,20.7206,-0.757778,3.88773,15.6406,6.560043275,3.917740226,0.658461688,1,33.6486,57,0.200648764,1,58,34,6.75155,39,16423700,54,0.550465493,0.526433554
WAU,352,Western Australia,Australia,AUSTRALASIA,OWEast,Australasia,Old World,2.52772E+12,2527723.288,10437004.65,-25.46606876,122.1782045,11793293.08,-3112090.165,0,5,1,331.5006,348,-11,1198,0,1198,14,334.419,64.033,24.0764,223.157625,153.5896,5156.1953,78.1346,4061.65,3129,0,34574,34574,2859.29,1969.97,1364,0,21639,21639,1933.33,mainland,mainland,,,,321.2388,194.7824,14.008,28.4727,189.5306,275.58,200.5248,367.3866,33.7263,35,22.7309,23,59.5584,45,-31.9944,11,941.249,250.138,-605.355,-26.9068,31.0952,14.8909,1.55538,26.9097,8.211701327,8.21163559,0.883503052,1,11.3343,28,0.266871355,1,29,11,3.0248,10,649820,23,0.005902793,5.54944E-05
WDC,353,District of Columbia,Southeastern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,159986082.7,159.9860827,59971.62949,38.91161047,-77.00958958,-7430367.709,4599292.086,0,0,0,47.8769,42,0,122,0,122,1,1042.1501,11.8731,226.8462,129.9807583,17.6923,8523.5811,-44.1038,46.2521,0,0,11008,11008,712.042,5577,5577,5577,5577,0,0,mainland,mainland,,,,1111.35,-51.9385,-69.1346,181.95,-80.7731,845.6462,-22.4962,1376.2924,210.9115,211,152.4462,152,195.9769,195,-334.5154,-332,3124.51,143.794,-2081.58,-13.8613,0,0,0,0,35.0835495,35.0835495,1.533136282,1,,,,,,,,,,,,
WHM,354,West Himalaya,Indian Subcontinent,ASIA-TROPICAL,OWEast,IndoMalay,Old World,2.93726E+11,293726.1471,3572787.745,33.32159715,76.67319106,7400867.125,4013551.336,0,6,1,3439.9619,3872,182,7630,182,7448,8,691.3101,62.4951,59.925,43.91680833,-61.1464,7820.0918,-122.9369,4692.45,783,0,26873,26873,5870.45,4940.88,5665,0,16210,16210,3225.87,mainland,mainland,,,,829.1232,7.4462,-138.0062,36.471,20.1394,392.4345,-4.8264,1266.3809,23.7493,24,48.7535,49,298.8315,180,-575.3638,-322,2698.97,72.741,-2007.61,-28.7541,19.0063,-5.16889,2.54686,10.9139,0.847156827,0.51444155,-0.229956138,1,36.1903,56,0.180172864,6,62,39,6.52051,40,6821180,37,0.15525362,0.148440718
WIN,355,Windward Is.,Caribbean,SOUTHERN AMERICA,NewWorld,Neotropics,New World,3804063603,3804.063603,728252.169,14.09525608,-60.99587035,-5885218.245,1779735.374,1,11,1,217.1971,160,-3,1314,0,1314,6,2208.9374,38.6282,287.5216,247.7458417,234.6365,898.6023,194.7355,31064.9,37169,0,42699,42699,12571.4,17745.8,20062,1455,22059,20604,4153.76,volcanic,volcanic,158550.7317,158.5507317,VEN,1875.8999,223.8924,321.6072,24.4493,230.118,1709.3295,217.3895,2068.1982,17.7941,19,30.944,32,500.5465,465,136.3576,90,831.189,281.539,1364.62,-33.6084,0,0,0,0,0.806826167,0.678394586,-0.137256199,1,10.7318,39,0.697901564,2,41,8,7.48974,8,48454,28,0.332205136,0.030093444
WIS,356,Wisconsin,North-Central U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,1.69708E+11,169707.8193,2034998.765,44.64217154,-89.73838902,-8657405.425,5144360.469,0,0,0,309.0854,298,169,572,169,403,6,808.1911,40.3036,93.0179,61.355075,-85.3753,10717.8467,-158.1347,8655.43,9837,0,17243,17243,4152.17,5605.22,5526,572,9875,9303,767.523,mainland,mainland,,,,312.7085,-160.2568,495.4543,221.6474,-120.5603,277.6614,-199.4575,348.2281,181.9505,181,260.8538,260,530.491,533,459.9253,469,2443.2,103.981,-1634.99,-42.5806,24.6242,-4.98895,1.87046,16.4829,60.50234845,60.3895874,1.761682561,1,13.0492,62,0.412639855,1,63,13,5.38462,13,2511510,62,0.234350381,0.007162113
WSA,357,Western Sahara,Northern Africa,AFRICA,OWWest,Palearctic,Old World,2.68992E+11,268991.5696,3040935.484,24.66157494,-13.13672471,-1269625.105,3047290.486,0,0,0,252.5911,243,-58,614,0,614,9,38.9138,76.5302,1.323,222.2329,170.7217,3926.6702,107.0044,3.53594,0,0,4368,4368,75.5079,605.601,580,70,2864,2794,228.189,mainland,mainland,,,,58.0214,202.153,-19.1094,20.0919,211.7882,51.8816,193.0342,64.6472,10.4589,11,29.2065,29,-12.9634,-11,-25.7341,-23,191.222,275.759,-152.321,-53.5337,31.6035,20.3004,0.464733,25.7171,5.437083509,5.295542717,0.717642311,1,,,,,,,,,,,,
WSB,358,West Siberia,Siberia,ASIA-TEMPERATE,OWEast,Palearctic,Old World,2.46384E+12,2463836.267,22314311.37,61.5171142,73.24244766,7069402.355,6376117.134,0,0,0,108.6587,86,-182,2142,0,2142,17,474.1747,42.588,62.0673,-30.95025,-199.1816,13163.4316,-256.3157,5023.5,5368,0,11977,11977,2505.01,2846.37,3059,54,7644,7590,1246.66,mainland,mainland,,,,237.8526,-143.9693,236.0701,112.6849,-162.4967,237.6604,-124.9424,238.5452,131.0697,131,93.7997,91,236.1681,236,235.4812,253,2072.83,1.82796,-1600.33,-32.8922,17.2388,-17.0879,2.00949,1.61668,35.8164227,36.38824272,1.516617858,1,14.1843,65,0.301240808,1,66,14,4.27289,14,81370000,52,0.322495812,0.00543096
WVA,359,West Virginia,Northeastern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,62521132949,62521.13295,1575986.68,38.64123998,-80.61195464,-7778418.842,4571342.222,0,0,0,511.7761,428,79,1460,79,1381,3,1142.8349,13.7782,246.5642,105.3329333,-4.4218,8157.7114,-72.8194,14139,14404,0,20621,20621,1506.33,7354.39,7458,2422,11541,9119,632.315,mainland,mainland,,,,1143.6116,-91.5741,-0.8151,196.9456,-125.9981,935.5777,-56.6692,1352.2075,231.366,232,162.0974,163,207.2324,211,-209.7792,-218,3190.7,139.06,-2048,-33.6891,25.6313,0.7175,3.23725,18.8245,30.25214974,23.91265678,1.416359703,1,21.074,62,0.205991269,1,63,21,4.34106,21,5614520,27,0.965352687,0.344965777
WYO,360,Wyoming,Northwestern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,2.54381E+11,254381.2887,2105858.35,42.99898778,-107.5398654,-10376117.65,4992276.346,0,0,0,1945.1772,1991,944,4032,944,3088,6,356.4749,40.9626,52.3924,47.09214167,-64.7365,8911.9629,-141.2814,2969.96,2605,0,13991,13991,1690.07,1821.86,1641,126,8531,8405,917.756,mainland,mainland,,,,287.4234,-58.0783,69.0427,105.2064,-57.2523,290.2128,-58.3942,285.0089,104.3853,103,105.5369,103,66.1998,51,71.4275,58,1988.64,110.072,-1632.1,-62.9528,26.1336,-2.83893,1.36906,10.0814,12.95964661,9.365727425,0.966034331,1,24.2369,53,0.286188828,1,54,25,6.93633,28,3163770,46,0.1089917,0.073054957
XMS,361,Christmas I.,Malesia,ASIA-TROPICAL,OWEast,IndoMalay,Old World,123983078.3,123.9830783,45111.14301,-10.44411526,105.7036983,10198956.65,-1325217.53,1,1,1,168.3226,222,1,318,1,317,1,1917.5967,59.5645,108.5484,254.6317167,245.9355,569.3387,223.6129,11150.1,0,0,38839,38839,15917.1,15260.1,18201,1277,19186,17909,5062.99,atoll,atoll,1489326.902,1489.326902,MLY,1795.3138,239.7518,57.0323,17.7903,239.85,1962.7214,239.3143,1644.15,17.4677,16,17.2857,13,-109.9194,-66,220.9643,318,6299.7,306,-4390.81,-51.0926,0,0,0,0,1.230756283,1.230756283,0.081765485,1,,,,,,,,,,,,
YAK,362,Yakutskiya,Siberia,ASIA-TEMPERATE,OWEast,Palearctic,Old World,3.06977E+12,3069765.147,30177070.36,66.17394158,130.1157928,12512324.47,6655116.775,0,0,0,387.3213,277,1,2822,1,2821,12,291.5698,60.5521,27.8596,-130.2789333,-369.4076,18837.6074,-427.2215,3207.05,2531,0,8992,8992,2127.54,1771.04,1530,21,5676,5655,898.79,mainland,mainland,,,,222.9036,-175.9202,68.4067,45.5924,-195.0689,195.4444,-156.2732,250.8534,64.7261,71,25.9498,26,95.873,107,40.4597,39,1449.11,-73.6408,-1158.79,-56.6428,14.1377,-30.0767,1.46607,-7.70928,7.948293246,6.74364996,0.65349281,1,11.9802,61,0.314160031,1,62,12,3.7637,12,60042800,52,0.193457677,0.002407756
