"LEVEL_3_CO","meanFruitLength","curr_meanBodySize","presNat_meanBodySize","ID","LEVEL_NAME","REGION_NAM","CONTINENT","THREEREALM","REALM_LONG","NEOPALEO","AREA_M2","AREA_KM2","PERIMETER","LAT","LONG","X_COORD","Y_COORD","ISISLAND","PALMSR","PalmPresAbs","srtm_alt_mean","srtm_alt_median","srtm_alt_min","srtm_alt_max","alt_min0","alt_range","soilcount","PREC_Sum","PREC_CV","P_drie_quart","Tmean_mean","T_cold_quart","Temp_SD","Tmin_cold_month","GPP_mean","GPP_median","GPP_min","GPP_max","GPP_range","GPP_SD","NPP_mean","NPP_median","NPP_min","NPP_max","NPP_range","NPP_SD","GeologicalOrigin","Geology_3categ","DistToCont_m","DistToCont_km","NearestMainland","ensLGM_Pmean","ensLGM_Tmean","ensLGM_Pano","ensLGM_Tano","ccLGM_Tmean","ccLGM_Pmean","miLGM_Tmean","miLGM_Pmean","ccAnoTmean","ccAnoTmedian","miAnoTmean","miAnoTmedian","ccAnoPmean","ccAnoPmedian","miAnoPmean","miAnoPmedian","PLIO_PREC_30s","PLIO_TEMP_30s","PLIO_P_ANOM","PLIO_T_ANOM","Plio_Wmm_mean","Plio_Cmm_mean","Mio_Prec_Mean","Mio_Temp_Mean","VelocityMean","VelocityMedian","VelocityMeanLog","CH_Extent","CH_Mean","CH_Range","CH_CV","CH_Min","CH_Max","CH_Median","CH_SD","CH_Majority","CH_Sum","CH_Variety","CH_PercCover","CH_PercQuart4","PC1","PC2","PC3"
"IRN",4.15,11699.403125,103493.12,141,"Iran","Western Asia","ASIA-TEMPERATE","OWEast","Palearctic","Old World",1.62344e+12,1623443.823,8066530.752,32.56479959,54.30141376,5247152.095,3918696.561,0,2,1,1256.0205,1234,-41,5415,0,5415,15,212.1381,85.2813,5.9265,169.4155667,62.2093,8167.2915,-10.0503,1146.98,0,0,27980,27980,2094.13,1374.44,1056,0,17243,17243,1454.83,"mainland","mainland",NA,NA,"",244.7,127.7438,-32.5981,41.8177,124.8513,164.6086,131.1301,325.2814,44.7081,45,38.4455,39,47.4594,44,-113.1624,-114,576.862,206.932,-364.998,-37.3835,32.4343,6.31795,1.61015,20.7478,7.264862792,6.106770277,0.752298057,1,27.2673,32,0.157619933,9,41,27,4.29787,27,1797820,29,0.00989722,0.008830236,-1.15436571544593,1.53012286006524,-0.0731013143823241
"IRQ",7,21701.8588235294,190349.031578947,142,"Iraq","Western Asia","ASIA-TEMPERATE","OWEast","Palearctic","Old World",4.36281e+11,436281.1837,3405875.552,33.04800654,43.77224552,4224827.942,3984108.654,0,1,1,301.61,238,-26,3501,0,3501,10,206.2619,87.5482,0.1036,214.493725,99.1296,8771.1943,32.746,853.615,0,0,9804,9804,1233.76,776.033,579,0,3971,3971,666.132,"mainland","mainland",NA,NA,"",243.8748,180.2421,-37.5786,34.2898,175.5396,200.9785,185.4635,287.3105,38.9916,33,29.0617,28,5.3352,16,-81.022,-68,316.661,251.308,-110.45,-36.7572,37.4163,10.2084,1.0697,25.6468,3.951874747,2.383456469,0.428285666,1,17.48,37,0.576212815,6,43,15,10.0722,15,437,5,1.39066e-05,1.66879e-06,-0.897997683894118,1.76826671611485,-0.0143950499911213
"ITA",1.3,22813.0928571429,22105.5533333333,143,"Italy","Southeastern Europe","EUROPE","OWWest","Palearctic","Old World",2.50764e+11,250764.0596,5001062.152,43.52557285,12.15509504,1179939.316,5033898.654,0,1,1,576.5327,346,-73,4498,0,4498,13,863.682,28.0568,143.6187,115.0220833,35.3384,6339.3569,-3.9807,10273.4,10676,0,33220,33220,5062.52,6422.04,6243,12,20917,20905,2064.03,"mainland","mainland",NA,NA,"",934.8621,70.7769,-72.7514,44.5598,52.5845,814.3011,89.4662,1055.7435,62.7995,61,25.8286,26,47.8497,53,-193.7435,-210,2168.45,143.902,-1307.94,-28.5748,23.4072,6.35138,2.31347,19.4637,9.583740705,9.615650177,0.933105631,1,25.632,58,0.202617041,1,59,25,5.19348,24,7763340,52,0.254112761,0.199488212,-0.705278062021635,-0.641030028952191,0.552594220157836
"IVO",5.57,63971.9361445783,71799.9702380952,144,"Ivory Coast","West Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",3.21362e+11,321362.0158,3538417.929,7.631725302,-5.555499924,-536022.0281,969853.0936,0,14,1,261.2318,258,-22,1484,0,1484,12,1333.6567,67.33,73.3798,262.619625,248.0739,1153.7,189.5189,17531.5,15596,0,34576,34576,5397.58,7555.67,7097,0,16659,16659,1802.33,"mainland","mainland",NA,NA,"",2752.6484,237.5909,-1418.812,25.0761,233.0381,1220.3175,242.6472,4285.1992,29.631,30,20.0079,20,113.5068,119,-2951.1418,-2816,4514.24,286.968,-3179.62,-24.3108,31.0378,26.2774,3.75471,26.8871,4.274100375,1.953985572,0.366972719,1,13.5669,43,0.370767825,1,44,13,5.03017,13,5676170,40,0.372295536,0.011054556,1.51642565764535,1.10840081871115,0.229311623824734
"JAM",1.423,206.4625,741.45,145,"Jamaica","Caribbean","SOUTHERN AMERICA","NewWorld","Neotropics","New World",11038419653,11038.41965,557680.7246,18.15133064,-77.31975081,-7460274.47,2278040.632,1,10,1,329.0966,281,-11,2097,0,2097,4,1848.2108,47.6011,217.8139,238.8567333,225.0001,991.414,186.4057,29017.5,31833,0,40976,40976,9084.31,13789.4,13944,1110,20655,19545,3501.7,"continental","continental",606347.6791,606.3476791,"HON",1306.4054,213.5976,534.3525,25.9206,222.4707,1305.0355,205.5072,1310.1902,16.9569,17,34.2839,34,537.0326,542,525.4222,543,2390.34,299.575,-541.027,-60.6745,0,0,0,0,6.475561306,6.45771265,0.797096046,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87223573910206,-0.206827018483865,0.0535048975874756
"JAP",3,13698.5791666667,13703.6333333333,146,"Japan","Eastern Asia","ASIA-TEMPERATE","OWEast","Palearctic","Old World",3.70584e+11,370583.9549,12027076.12,37.60209852,138.0289769,13300579.79,4438365.568,1,2,1,390.9778,277,-30,3671,0,3671,8,1691.1136,38.296,232.2407,105.0527833,-2.4253,8448.8096,-54.2894,12317.4,13420,0,35294,35294,6777.74,7815.64,7564,370,19892,19522,2333.21,"volcanic","volcanic",53383.04419,53.38304419,"KOR",1051.1343,23.8704,643.5599,81.9485,-22.303,658.6597,70.475,1444.3879,128.1465,120,35.2587,36,1037.3534,1034,249.7659,233,4461.44,143.647,-2762.59,-37.9697,25.2079,2.78088,3.93385,18.5806,0.974519012,0.970341444,-0.042878677,1,24.7971,65,0.210985559,1,66,25,5.23183,29,22397600,50,0.55874584,0.400236307,-0.558589319450277,-1.29447157026858,-0.589458719573037
"JAW",2.69756756756757,60064.4402298851,75997.5087912088,147,"Jawa","Malesia","ASIA-TROPICAL","OWEast","IndoMalay","Old World",1.30751e+11,130751.1062,3194125.374,-7.288626257,110.0767173,10620685.84,-927252.2543,1,46,1,327.2846,153,-46,3455,0,3455,12,2510.2398,55.0127,235.952,249.6198417,242.9529,488.5873,187.7777,20183.6,18672,0,39951,39951,7508.65,9836.28,9316,624,19984,19360,2933.09,"volcanic","volcanic",917892.3256,917.8923256,"WAU",2119.1335,233.391,387.627,16.4459,237.0144,2269.6443,230.2895,1969.653,12.8442,11,19.4404,20,237.5921,376,537.6646,520,9258.9,312.805,-6750.93,-63.1731,30.7067,29.7467,10.4277,29.7151,5.357031622,3.834374428,0.599097169,1,17.2098,51,0.411218608,1,52,17,7.07699,16,3627110,47,0.461398351,0.100877663,2.42240183063019,-0.351855003606619,-0.556356124647122
"JNF",1.65,NA,NA,148,"Juan Fernández Is.","Southern South America","SOUTHERN AMERICA","NewWorld","Neotropics","New World",151691313.9,151.6913139,80757.28697,-33.66269881,-79.53772424,-7674245.148,-4057185.919,1,1,1,29.8989,3,1,506,1,505,1,996.4888,60.6573,90.9382,153.4747167,124.4719,2427.5225,81.191,1670.8,0,0,28211,28211,5394.62,10573.8,12609,3712,18528,14816,4833.59,"volcanic","volcanic",617316.5756,617.3165756,"CLC",1129.509,132.6216,-133.073,21.191,121.4054,994.536,144.2658,1264.2838,32.5112,32,8.5087,9,0.618,-7,-267.8439,-244,826.009,181.112,172.852,-27.6923,0,0,0,0,1.844454816,1.055538833,0.04990319,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260288759581232,0.527694235557265,0.174063528804786
"KEN",6.23571428571429,53132.2563636364,53618.0724770642,153,"Kenya","East Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",5.81884e+11,581883.6823,3802620.339,0.529780176,37.85786442,3652765.448,67468.23558,0,7,1,788.1522,589,-3,4725,0,4725,24,604.4007,84.4218,46.7221,242.1682583,228.0666,1014.967,162.9872,8139.97,6200,0,41190,41190,6429.65,4602.17,3208,0,21476,21476,3781.69,"mainland","mainland",NA,NA,"",581.6641,212.9548,23.0198,29.2672,211.3958,620.2939,215.0302,543.4272,30.832,33,27.178,29,-15.5832,39,61.2717,-19,1844.78,267.88,-1239.77,-25.6688,27.2136,23.6921,2.06621,25.239,2.742587015,1.414214134,0.260428249,1,14.1131,43,0.462876335,1,44,15,6.53262,17,816525,35,0.028665851,0.001912015,0.950891766587626,1.81036994748986,0.349430628456386
"KER",1.4,NA,NA,154,"Kermadec Is.","New Zealand","AUSTRALASIA","OWEast","Oceania","Old World",50143626.63,50.14362663,32471.73574,-29.28333688,-177.9163333,-17166468.28,-3579011.002,1,1,1,94.3513,4,-1,392,0,392,1,1568.4864,16.1622,314.3513,188.0000083,159.1622,2277.0271,124.5135,8783.76,0,0,34219,34219,12254.8,14159.4,12824,9160,20783,11623,3717.84,"volcanic","volcanic",2687016.962,2687.016962,"NSW",1094.8904,162.1781,448.3513,28,162.9041,1479.0959,160.4658,728.452,26.3243,30,21.9231,21,66.4865,15,953.1539,955,2224.64,221.288,-655.219,-33.3125,0,0,0,0,5.438596423,3.832544923,0.570946968,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26858831271843,-1.3941166762848,0.608064659729363
"KRI",1.5,4888.6,4888.6,159,"Kriti","Southeastern Europe","EUROPE","OWWest","Palearctic","Old World",8219567177,8219.567177,759564.3215,35.22812339,24.84437978,2397221.778,4222545.098,1,1,1,497.1003,385,-14,2336,0,2336,5,769.9486,83.8193,12.3353,163.5514167,100.3197,5196.6304,68.6704,11401.6,10788,0,38158,38158,5671.69,7706.24,7042,975,23172,22197,3397.96,"continental","continental",34421.65667,34.42165667,"GRC",627.3956,134.5166,139.4025,29.7149,134.8754,377.9416,134.3399,878.5454,29.1948,30,30.1839,31,390.5577,386,-115.202,-124,660.667,222.844,109.647,-59.1533,0,0,0,0,14.77235254,11.21858025,1.033230364,1,19.7484,22,0.168413137,9,31,20,3.32589,22,21032,7,0.030658952,0.00025909,-0.381341572555106,1.34366344686753,-0.255764098692222
"LAO",2.54132653061225,42292.6848837209,81060.1720430108,166,"Laos","Indo-China","ASIA-TROPICAL","OWEast","IndoMalay","Old World",2.29922e+11,229922.0305,4141246.301,18.50245057,103.7634056,10013495.31,2316230.237,0,54,1,667.4465,647,28,2804,28,2776,7,1888.7443,93.0613,40.2324,228.2782083,189.6126,2600.627,115.3663,24371,25844,0,31396,31396,4921.47,11517.1,12213,838,14657,13819,2017.79,"mainland","mainland",NA,NA,"",1535.9379,208.5966,352.8188,19.7122,201.9932,1773.4979,215.6807,1298.7278,26.3114,26,12.5764,13,115.1403,122,590.3596,593,3720.24,247.759,-1831.36,-19.4154,31.8253,16.4041,4.13875,22.4047,36.69312311,33.28828049,1.487232427,1,26.0867,38,0.193307318,1,39,27,5.04275,29,18807500,35,0.85863257,0.685011725,1.19124312713944,1.30492382964388,-0.949086523010202
"LBR",3.43214285714286,76733.4134328358,77893.3393939394,167,"Liberia","West Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",96025838344,96025.83834,1726098.673,6.448118463,-9.307846564,-897973.8281,820589.6343,0,12,1,215.1842,207,-3,1265,0,1265,7,2687.0125,57.5724,211.3745,255.941175,245.2457,817.5859,188.8711,19975.5,20070,0,28544,28544,2831.71,7418.94,7213,0,13170,13170,1219.68,"mainland","mainland",NA,NA,"",6367.1284,231.0334,-3675.6206,24.9497,231.2595,2659.4832,231.24,10074.2051,24.7183,25,24.7389,25,30.2087,35,-7377.0444,-7044,6113.11,281.553,-3423.15,-25.5321,29.2838,26.3838,4.3165,26.9882,1.629580472,0.961758614,0.069022294,1,18.8533,35,0.176174993,3,38,20,3.32148,20,6141440,33,0.972675344,0.064592609,2.4628201634104,-0.266249877916266,-0.716844803398204
"LBY",3.65,13640.3538461538,310616.66875,169,"Libya","Northern Africa","AFRICA","OWWest","Palearctic","Old World",1.6176e+12,1617603.366,6029552.991,27.04404524,18.02318627,1741645.693,3312637.617,0,1,1,411.7359,454,-53,2284,0,2284,10,30.9719,49.7274,0.2043,216.6814833,130.1435,6251.1104,48.3378,117.625,0,0,21067,21067,728.419,1130.98,519,0,14426,14426,1565.12,"mainland","mainland",NA,NA,"",39.1463,200.1219,-8.0972,16.5894,207.8882,33.1415,192.8509,45.363,8.8193,11,23.859,24,-2.1313,7,-14.2604,-10,105.723,273.264,-74.62,-56.5581,33.557,14.3166,0.643138,27.2687,7.212119418,6.676683903,0.734891851,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.563208635378916,1.18274555974887,1.16775931799226
"LEE",1.855,24.2444444444444,114.82,171,"Leeward Is. AB Ant","Caribbean","SOUTHERN AMERICA","NewWorld","Neotropics","New World",3415493285,3415.493285,987932.987,16.92097024,-62.28981026,-6009729.027,2127600.161,1,10,1,137.4562,48,-3,1336,0,1336,6,1605.2521,34.3449,221.4542,253.5933667,237.5461,1117.4757,199.4475,24396.9,26381,0,42556,42556,14323.9,15760.2,15536,1181,21843,20662,4726.32,"mixed","volcanic",619492.8555,619.4928555,"VEN",1300.1169,232.4408,258.0883,22.3255,240.0411,1212.8593,224.6981,1400.4766,14.3864,15,30.4102,30,351.7789,308,155.0912,141,1089.82,282.367,513.022,-28.5605,0,0,0,0,NA,NA,NA,1,9.92969,20,0.849204759,2,22,4,8.43234,4,2542,5,0.020722033,NA,1.85059162803395,-0.33043756178722,0.569731936657912
"LOU",1.425,9582.00769230769,9277.45,174,"Louisiana","Southeastern U.S.A.","NORTHERN AMERICA","NewWorld","Nearctic","New World",1.19131e+11,119130.5848,2966333.44,31.07581713,-92.01956256,-8878048.752,3775439.242,0,2,1,34.23,25,-17,155,0,155,6,1465.1573,16.6906,295.3871,188.9969,99.859,6629.1133,31.1223,14998.7,15675,0,34457,34457,6068.98,7287.43,6961,847,19105,18258,2352.23,"mainland","mainland",NA,NA,"",2045.8457,39.3994,-583.3873,150.0687,-0.812,1653.1243,80.1074,2439.1177,190.3449,196,109.3669,111,-187.9067,-183,-980.9084,-1152,2821.07,204.179,-1355.45,-15.0937,32.463,7,2.06875,25.6508,8.460167011,8.764508247,0.923103497,1,21.1492,62,0.236611787,1,63,21,5.00415,21,4017370,58,0.395412109,0.10220964,0.43029066865558,-1.46006343530453,0.382008378910396
"LSI",5.25,3114.80344827586,3114.80344827586,175,"Lesser Sunda Is.","Malesia","ASIA-TROPICAL","OWEast","Australasia","Old World",1.05149e+11,105149.129,8427639.126,-8.633678479,123.0810076,11876250.23,-1096890.867,1,8,1,358.4243,269,-65,3339,0,3339,11,1736.9007,72.8135,93.5781,244.4719833,232.3742,793.3922,180.8103,25549.1,25425,0,41809,41809,10241.6,12842,12258,0,21342,21342,4508,"volcanic","volcanic",167763.8386,167.7638386,"WAU",1602.6456,225.8287,124.1233,19.3375,224.762,1555.6281,227.2278,1652.7285,20.3262,21,17.9684,19,170.5321,196,76.205,-7,8037.35,311.931,-6289.26,-67.4462,31.0479,29.3107,11.063,29.8269,55.30277434,56.78520012,1.737563039,1,19.5388,51,0.446881589,1,52,21,8.73153,26,2151980,46,0.298834389,0.125533831,1.6642831187996,0.895777801716818,-0.254433057435482
"MAU",3.04285714285714,456.3,280.033333333333,181,"Mauritius","Western Indian Ocean","AFRICA","OWWest","Afrotropics","Old World",2055703412,2055.703412,198036.8754,-20.19561777,57.55522668,5553251.863,-2523960.561,1,7,1,215.6543,160,-1,714,0,714,3,1840.3559,51.4411,207.2152,223.2663417,195.709,2137.469,157.8475,23459.7,24001,0,39880,39880,11326.8,14932.6,14154,1608,21309,19701,3821.83,"volcanic","volcanic",1534447.555,1534.447555,"MOZ",2400.8918,209.9887,-580.5593,14.3976,210.9251,2460.7366,209.2021,2344.844,13.3808,14,15.2329,15,-638.1956,-661,-525.5507,-547,2186.58,271.137,-348.222,-47.8166,28.81,23.92,0,0,47.42650366,45.76140022,1.615417526,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52783578148809,-0.198401239398746,-0.145428774106608
"MCI",4.5,NA,NA,182,"Mozambique Channel Is.","Western Indian Ocean","AFRICA","OWWest","Afrotropics","Old World",14984971.95,14.98497195,21127.78605,-14.52151781,44.84486968,4329523.213,-1827231.446,1,0,0,3.5833,0,-1,14,0,14,1,1012.4167,103.5,30.5,265.0625,245.8333,1315.6666,201.8333,2034.88,0,0,13923,13923,4340.19,6779,6449,5627,8261,2634,1100.35,"atoll","atoll",279711.2191,279.7112191,"MOZ",1187.65,246.45,-169.4167,18.25,248.2,1150.2,243.45,1231.35,15.75,14,24,24,-131.5833,-258,-378,-378,3185.76,293.647,-2199,-28.6667,0,0,0,0,0.538912733,0.567662597,-0.295954481,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2671032727483,2.17049977343571,-0.319948707350761
"MDG",1.95383333333333,1580.42068965517,2265.49830508475,184,"Madagascar","Western Indian Ocean","AFRICA","OWWest","Afrotropics","Old World",5.92995e+11,592995.3351,5171104.352,-19.37352133,46.70599248,4508285.791,-2414750.741,1,175,1,540.9985,426,-8,2744,0,2744,16,1381.5251,96.401,65.2073,228.6556167,196.8652,2183.6624,127.3934,14619.9,11780,0,41078,41078,7809.26,7974.92,6641,0,21796,21796,4038.56,"continental","continental",380785.6161,380.7856161,"MOZ",2137.9199,199.2807,-751.6213,29.5782,197.1773,2596.3508,201.8808,1680.264,31.693,32,26.9865,26,-1207.3342,-382,-296.0589,-239,2134.04,269.379,-752.261,-40.6572,29.2763,22.1815,3.50068,27.4106,NA,NA,NA,1,17.111,46,0.417776284,1,47,19,7.14857,18,7785870,41,0.208859859,0.045896199,1.06278309059128,1.5221415060921,-0.652049430898808
"MLI",10.25,162230.141176471,168107.25,189,"Mali","West Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",1.25227e+12,1252274.733,7047646.967,17.35036933,-3.524336718,-342278.1856,2168979.32,0,4,1,319.6264,304,20,1047,20,1027,18,309.8257,131.4095,0.3756,282.5522083,220.952,4479.521,126.1479,1516.45,0,0,16446,16446,2567.21,774.717,242,0,6322,6322,1091.08,"mainland","mainland",NA,NA,"",467.8293,255.6694,-158.0553,26.9231,257.7154,313.7607,254.1351,622.3259,24.8768,25,28.455,30,-3.9856,6,-312.5316,-88,854.7,339.295,-544.787,-56.7027,37.3124,23.5328,3.46365,28.7404,74.46551533,76.08338165,1.856236511,1,2.83576,11,0.276391161,1,12,3,0.783779,3,91164,10,0.007066582,NA,0.461957336969839,3.11060064157342,-0.580670897584218
"MLW",6.43,78833.4128571429,79973.3420289855,190,"Malawi","South Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",1.18524e+11,118524.433,2661936.888,-13.21510424,34.30698504,3309841.723,-1668702.999,0,4,1,855.5102,773,32,2834,32,2802,17,1090.4947,105.3088,14.2785,220.4641667,187.115,2241.5664,120.2795,10995,12463,0,32850,32850,6374.68,7752.35,7384,778,17303,16525,1948.45,"mainland","mainland",NA,NA,"",1141.2926,181.5048,-50.7126,39.0048,176.4822,1321.5404,187.0046,961.6106,44.0187,42,33.4751,33,-230.8873,-158,129.1669,100,2272.44,251.037,-1181.93,-30.5225,29.461,20.142,2.90243,23.415,9.435055362,9.485846519,0.954529724,1,17.6757,48,0.429176214,1,49,19,7.58599,19,224252,38,0.030076454,0.007742547,0.740191159190409,2.00199949305265,-0.608834005042363
"MLY",2.13856020942408,52650.3896907216,69836.7454545455,191,"Malaya","Malesia","ASIA-TROPICAL","OWEast","IndoMalay","Old World",1.32152e+11,132152.0606,2505149.831,4.028255407,102.1784344,9858902.193,513119.6319,0,230,1,210.9929,76,-15,2058,0,2058,8,2551.1473,35.0634,408.8245,257.5492917,250.3106,504.3636,205.0675,26661.5,28768,0,40896,40896,6867.36,11393,11527,113,20241,20128,2626.1,"mainland","mainland",NA,NA,"",1756.2777,242.0339,795.3376,15.6452,251.2265,1771.0718,233.3101,1742.212,6.4399,8,24.3595,25,780.7969,772,809.8512,813,7431.86,289.456,-4875.32,-31.8214,29.739,26.987,3.56467,29.6183,5.775090007,5.114658833,0.659366537,1,25.4881,51,0.32877382,1,52,26,8.37982,29,9434880,52,0.806114983,0.540087108,2.82888356851671,-1.4457800984075,-0.326280285230521
"MOL",3.2745,2828.28636363636,2889.31395348837,193,"Maluku","Malesia","ASIA-TROPICAL","OWEast","Australasia","Old World",59736034647,59736.03465,5196642.199,-1.420611904,127.990452,12349296.25,-180975.4479,1,41,1,337.3495,234,-29,2854,0,2854,8,2230.0856,29.8792,360.6084,250.3061083,243.1146,527.8225,211.2492,29394.5,29948,0,39193,39193,7736.13,13565.6,13727,948,19503,18555,3396.57,"mixed","volcanic",794110.6528,794.1106528,"NTA",1783.8713,231.965,441.4235,18.8178,231.4073,1630.9708,232.8683,1937.7474,19.2825,20,18.0808,18,594.294,559,287.4585,345,12103.4,318.214,-9879.19,-67.8586,30.8,30.1943,5.92567,29.6487,23.02039418,20.87118435,1.177602371,1,23.4708,51,0.36606379,1,52,24,8.59181,24,2518200,52,0.517783719,0.288665714,2.50947662143753,-1.24711901830714,0.067277552274379
"MOR",1.3,11374.7222222222,249254.355,195,"Morocco","Northern Africa","AFRICA","OWWest","Palearctic","Old World",4.03297e+11,403296.5381,3692060.184,31.88412866,-6.317518311,-613201.1962,3858859.387,0,1,1,876.2711,776,-64,4016,0,4016,13,318.586,62.7192,13.7932,170.7353167,97.1225,5901.8403,26.9642,2579.9,1828,0,37149,37149,3067.24,2587.74,2302,156,22977,22821,1724.94,"mainland","mainland",NA,NA,"",708.7327,154.6282,-390.2192,16.1706,163.8192,701.6689,145.9297,716.4208,6.9728,7,24.8689,25,-382.9642,-286,-398.249,-360,492.534,215.841,-173.826,-45.055,29.4608,11.8022,0.86416,23.1168,4.625137608,3.770710707,0.567426854,1,26.1342,20,0.159629145,14,34,26,4.17178,26,32720,6,0.000763015,0.000684397,-0.679463528591268,1.09999880033813,0.530811038218162
"MOZ",6.58125,80851.0731343284,82073.3878787879,196,"Mozambique","South Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",7.86425e+11,786425.3638,7462798.208,-17.26019707,35.55225318,3433578.679,-2153416.234,0,7,1,353.2,291,-16,2277,0,2277,17,989.9086,95.8197,30.4026,239.403875,205.0442,2340.2329,135.1966,14103.6,13850,0,40669,40669,3593.39,7058.38,6862,315,21585,21270,1598.06,"mainland","mainland",NA,NA,"",1160.7853,199.2528,-170.6474,40.2314,194.8632,1346.8038,204.1364,975.3651,44.6265,45,35.3347,34,-356.698,-343,14.9883,1,2364.48,265.056,-1372.74,-25.5665,30.2625,20.9084,3.31671,25.2846,1.627613794,1.178175986,0.090207988,1,14.2031,48,0.441486718,1,49,14,6.27048,18,563453,41,0.013883503,0.0010275,0.858236063730685,1.86298013387492,-0.283725663390095
"MRN",1.125,229.9,203.266666666667,198,"Marianas","Northwestern Pacific","PACIFIC","OWEast","Oceania","Old World",1192643776,1192.643776,462174.8478,14.90077071,145.1965445,14009200.9,1876756.524,1,1,1,116.2512,92,-2,774,0,774,1,2210.2215,50.3105,271.4934,264.7355,255.7224,569.8353,227.5807,21909.6,23704,0,39841,39841,15653.5,14755.2,17598,2094,19387,17293,4140.47,"volcanic","volcanic",2238681.718,2238.681718,"KOR",4702.5806,252.1339,-2660.3838,11.9127,251.2224,2432.2507,252.4738,6982.1006,12.8031,14,11.4251,11,-207.3814,-143,-5134.0576,-5633,4778.98,295.847,-2750.24,-31.8853,0,0,0,0,0.962096453,0.962096453,-0.101190237,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44387243170137,-0.399335041019326,-0.232987920251806
"MRQ",17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MSI",1.61666666666667,10903.3272727273,10437.9,202,"Mississippi","Southeastern U.S.A.","NORTHERN AMERICA","NewWorld","Nearctic","New World",1.2406e+11,124059.7443,1843201.436,32.75582597,-89.67327133,-8652366.622,3957183.894,0,3,1,91.1561,93,-41,214,0,214,4,1453.9646,19.7805,268.0921,173.2280333,77.5122,7171.3193,6.3718,15216.9,15430,0,33378,33378,4996.06,6719.28,6151,894,18717,17823,2361.63,"mainland","mainland",NA,NA,"",1918.5511,17.8518,-464.7911,155.4943,-24.5839,1714.6776,60.7846,2122.9263,197.94,201,112.5793,111,-260.6124,-273,-669.7357,-669,2846.01,196.849,-1392.04,-23.5646,32.1213,6.17733,2.62843,24.5594,38.46113947,37.78602982,1.558448867,1,18.7272,62,0.212550728,1,63,19,3.98048,19,3643930,46,0.381913858,0.021040896,0.1513827379065,-1.37281234302693,0.266052033353096
"MTN",7,12834.6857142857,210418.7,204,"Mauritania","West Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",1.03846e+12,1038464.871,5697312.518,20.25990361,-10.33226041,-998007.82,2522330.882,0,1,1,263.176,294,-9,892,0,892,12,91.0809,117.4535,0.6802,276.496425,207.5196,5027.0581,124.2525,161.443,0,0,6200,6200,425.529,9.40624,0,0,1879,1879,36.0532,"mainland","mainland",NA,NA,"",126.2056,248.6997,-35.1399,27.8132,253.919,88.6795,243.9836,164.2286,22.5966,23,32.5229,33,2.3911,8,-73.1665,-40,342.069,336.255,-251.062,-59.7546,38.4755,23.1453,1.73604,29.6283,68.13807243,68.50885773,1.822955383,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202243182257038,2.86736655048164,-0.157537939479734
"MXC",1.1375,4468.93176470588,4468.93176470588,205,"Mexico Central","Mexico","NORTHERN AMERICA","NewWorld","Neotropics","New World",66275273477,66275.27348,1811837.784,19.13109566,-98.58581279,-9512151.602,2396274.638,0,8,1,2003.1526,2213,49,5469,49,5420,7,980.9923,88.888,41.7135,173.2674917,147.1516,1862.5056,57.4543,13802.6,13780,0,33843,33843,6797.47,8862.54,8832,1085,20461,19376,3272.7,"mainland","mainland",NA,NA,"",1105.3156,144.9452,-124.2304,28.3554,136.7949,1385.0881,153.6042,825.8384,36.5143,37,19.595,20,-404.1028,-341,155.95,146,1889.8,247.225,-908.646,-73.8992,28.094,16.67,2.31333,19.8097,9.422836065,9.690834045,0.948607711,1,21.1099,37,0.215749009,15,52,19,4.55444,19,1036940,29,0.202325543,0.039455149,0.41298635546957,1.41964127631724,-0.304500021055826
