"LEVEL_3_CO","meanFruitLength","curr_meanBodySize","presNat_meanBodySize","ID","LEVEL_NAME","REGION_NAM","CONTINENT","THREEREALM","REALM_LONG","NEOPALEO","AREA_M2","AREA_KM2","PERIMETER","LAT","LONG","X_COORD","Y_COORD","ISISLAND","PALMSR","PalmPresAbs","srtm_alt_mean","srtm_alt_median","srtm_alt_min","srtm_alt_max","alt_min0","alt_range","soilcount","PREC_Sum","PREC_CV","P_drie_quart","Tmean_mean","T_cold_quart","Temp_SD","Tmin_cold_month","GPP_mean","GPP_median","GPP_min","GPP_max","GPP_range","GPP_SD","NPP_mean","NPP_median","NPP_min","NPP_max","NPP_range","NPP_SD","GeologicalOrigin","Geology_3categ","DistToCont_m","DistToCont_km","NearestMainland","ensLGM_Pmean","ensLGM_Tmean","ensLGM_Pano","ensLGM_Tano","ccLGM_Tmean","ccLGM_Pmean","miLGM_Tmean","miLGM_Pmean","ccAnoTmean","ccAnoTmedian","miAnoTmean","miAnoTmedian","ccAnoPmean","ccAnoPmedian","miAnoPmean","miAnoPmedian","PLIO_PREC_30s","PLIO_TEMP_30s","PLIO_P_ANOM","PLIO_T_ANOM","Plio_Wmm_mean","Plio_Cmm_mean","Mio_Prec_Mean","Mio_Temp_Mean","VelocityMean","VelocityMedian","VelocityMeanLog","CH_Extent","CH_Mean","CH_Range","CH_CV","CH_Min","CH_Max","CH_Median","CH_SD","CH_Majority","CH_Sum","CH_Variety","CH_PercCover","CH_PercQuart4","PC1","PC2","PC3"
"BOT",4.2,111025.614,113287.804081633,39,"Botswana","Southern Africa","AFRICA","OWWest","Afrotropics","Old World",5.78326e+11,578326.4423,3671454.911,-22.18204202,23.8150775,2298318.81,-2755904.369,0,1,1,1034.5273,1023,515,1490,515,975,14,394.0371,91.4986,3.7219,208.1206917,146.4738,4307.9102,42.3307,6901.71,6805,0,27332,27332,2336.4,3946.02,3874,761,13436,12675,1273.42,"mainland","mainland",NA,NA,"",385.2087,179.0134,8.8438,29.1469,175.4806,413.0925,183.0353,357.8329,32.6784,32,25.1281,24,-19.0204,-13,36.2186,32,1975.79,254.228,-1581.77,-46.0697,30.2808,17.571,2.48348,24.2116,11.12066594,11.7110548,1.029214161,1,2.80454,30,0.832489464,1,31,2,2.33475,1,11866,14,0.001957328,1.38785e-06,-0.0985622859199456,1.92061730626435,0.0456971510662656
"BUR",5.38,61166.3694736842,61275.0189473684,44,"Burundi","West-Central Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",27182250273,27182.25027,890548.0514,-3.356297118,29.88682139,2883672.738,-427886.1684,0,5,1,1501.7727,1549,546,2638,546,2092,8,1192.3562,63.25,29.8631,197.2984417,190.9858,520.9893,123.4239,15242.6,15779,0,32090,32090,5605.25,9834.47,9567,1227,17358,16131,1838.9,"mainland","mainland",NA,NA,"",787.056,176.2585,405.3903,21.052,172.9982,690.4009,179.9201,884.5208,24.2704,25,17.3319,18,502.1855,496,308.5094,304,5067.78,216.722,-3875.49,-19.3604,21.32,19.7133,5.137,21.7,1.747352579,1.652285457,0.178601462,1,15.2743,35,0.498529556,1,36,16,7.61469,15,73851,30,0.051225817,0.010785498,0.926435371020845,1.01124910620844,0.321706982637171
"BZC",3.16092307692308,3329.22838709677,3329.22838709677,45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","NewWorld","Neotropics","New World",1.60804e+12,1608041.743,7442106.673,-15.29798685,-54.29443591,-5239575.512,-1917581.624,0,50,1,398.0959,354,69,1617,69,1548,15,1654.7301,70.003,55.0556,244.6670333,225.7932,1251.6794,146.1126,15131.6,12594,0,38433,38433,6107.76,5186.43,4805,0,20188,20188,2140.67,"mainland","mainland",NA,NA,"",1451.2136,215.5218,203.539,29.1904,214.3091,1504.6877,217.2394,1398.271,30.4026,31,27.478,27,150.0954,139,256.474,267,3666.94,294.28,-2012.22,-49.5672,33.207,24.9395,3.89658,28.7938,6.819059622,6.138509274,0.791270333,1,16.0749,51,0.279833156,1,52,16,4.49829,15,19514000,48,0.209899662,0.013299201,1.46838522635452,1.00827002069526,-0.113014147246507
"BZE",3.63543209876543,3650.9401459854,3625.26666666667,46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","NewWorld","Neotropics","New World",1.54435e+12,1544347.476,8718664.416,-8.635173197,-41.72952595,-4026549.239,-1090987.589,0,77,1,375.1384,358,-17,1876,0,1876,17,1008.9169,79.1129,43.0435,248.3979917,234.2543,1025.63,174.4393,13389.8,11942,0,43629,43629,5695.18,5329.13,4626,0,23077,23077,3145.17,"mainland","mainland",NA,NA,"",957.2754,215.9462,53.0408,32.5116,212.93,1076.2515,219.4669,838.8037,35.529,34,28.9788,29,-65.4336,30,170.981,140,966.091,301.449,43.0822,-53.0349,31.4057,26.1457,1.82474,29.6207,5.717717937,5.124738216,0.703009699,1,14.0524,51,0.392550739,1,52,13,5.51628,12,6785270,47,0.089053627,0.006971323,1.19724558079701,1.56162715715823,0.19811458334766
"BZL",3.43394736842105,4108.74915254237,4041.12083333333,47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","NewWorld","Neotropics","New World",9.24178e+11,924177.7258,5700959.836,-19.72534419,-45.48097446,-4386520.132,-2461682.954,0,65,1,646.4495,650,-155,2703,0,2703,12,1284.4091,73.2432,66.4751,215.31255,187.8247,1897.6797,115.0789,14143.4,13012,0,39359,39359,5608.95,7104.79,6844,0,21124,21124,2929.43,"mainland","mainland",NA,NA,"",1314.9072,179.4572,-29.8317,35.917,173.6142,1277.8824,185.79,1352.382,41.76,38,29.5753,30,7.2525,89,-67.1759,-54,3369.94,235.435,-2085.38,-20.1008,26.7428,18.4911,4.66351,23.8802,4.846601088,4.456301451,0.624692885,1,20.0023,51,0.298831634,1,52,19,5.97732,18,4668690,41,0.068642144,0.024585926,0.94866861509715,1.03872932232896,-0.069726846186413
"BZN",3.0480608974359,2604.54686192469,2604.54686192469,48,"Brazil North","Brazil","SOUTHERN AMERICA","NewWorld","Neotropics","New World",3.83265e+12,3832654.093,20483318.77,-4.63062382,-59.25073898,-5716995.352,-585822.5237,0,142,1,169.0724,139,-9,2521,0,2521,15,2246.9109,53.5159,207.3689,259.9939667,253.9615,462.2857,195.8074,23706,25523,0,39145,39145,5486.71,8662.3,9168,0,19146,19146,1951.19,"mainland","mainland",NA,NA,"",1440.0931,239.7261,807.0668,20.3135,238.4592,1580.3973,241.4919,1300.2789,21.5858,21,18.5361,21,666.4205,560,947.3301,1028,3127.31,318.624,-881.415,-58.5936,34.921,29.059,4.19649,30.2378,6.469457184,6.596806526,0.774203275,1,17.3043,51,0.26277457,1,52,17,4.54713,18,188750000,52,0.816585191,0.086845789,2.32553263256896,-0.104180295380675,-0.256196965949135
"BZS",2.4475,7067.41875,7067.41875,49,"Brazil South","Brazil","SOUTHERN AMERICA","NewWorld","Neotropics","New World",5.6466e+11,564660.1188,5334597.795,-27.56813717,-52.26178711,-5040983.085,-3376062.25,0,23,1,472.1819,427,-9,1768,0,1768,15,1577.7593,18.3587,323.6105,185.006575,143.5895,3200.6411,84.183,17830.9,16559,0,36274,36274,6509.25,9760.28,9170,126,21393,21267,3285.86,"mainland","mainland",NA,NA,"",1323.6235,157.2038,254.0367,27.8699,155.8563,1314.1278,159.0616,1333.6473,29.2249,29,26.0118,26,263.3349,251,244.1818,317,3371.6,210.202,-1794.82,-25.1843,25.971,13.8283,2.37233,25.9874,4.519638553,3.926886916,0.601783539,1,23.4013,51,0.250127984,1,52,24,5.85332,27,12206300,41,0.236725923,0.147131972,1.10672378122053,-1.44587695903617,0.462154241388496
"CAB",4.14615384615385,84031.8372881356,84029.6389830508,50,"Cabinda","West-Central Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",6981700877,6981.700877,478004.5135,-5.041229577,12.46228731,1202446.623,-642282.6399,0,11,1,147.9074,103,-8,838,0,838,5,1075.2412,81.0192,2.0132,247.1266833,218.7115,1836.748,174.9837,19990.3,21819,0,28550,28550,5366.18,9717.6,10491,1192,13021,11829,2058.97,"mainland","mainland",NA,NA,"",920.9532,225.0621,153.3233,22.125,222.8459,920.3995,227.8914,922.4615,24.3098,24,19.2091,19,154.2441,147,152.5245,151,5284.31,309.895,-4208.98,-62.746,30.97,27.04,0,0,3.436947986,3.860444069,0.490943058,1,17.7889,48,0.445082608,1,49,19,7.91753,20,340516,41,0.788158274,0.189360563,0.990531241006781,1.68868441767116,0.0908160320899061
"CAF",4.76304347826087,66994.6123595506,66994.6123595506,51,"Central African Republic","West-Central Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",6.18575e+11,618575.288,4669582.404,6.571453422,20.48278081,1975999.955,835549.46,0,20,1,599.0963,588,327,1360,327,1033,11,1367.7963,76.4573,37.0247,248.9581833,236.5965,1114.2441,148.0143,16428.2,15594,0,31592,31592,5382.62,6444.24,6276,0,13991,13991,2521.61,"mainland","mainland",NA,NA,"",1131.9376,226.2045,235.8503,22.7952,219.0025,535.2441,233.9002,1729.1261,29.9949,29,15.0951,16,832.5366,908,-361.3461,-404,5277.28,282.112,-3909.4,-33.1141,29.1951,25.9649,6.09558,26.4623,5.387122248,5.10672164,0.700220741,1,18.2812,35,0.197721156,1,36,18,3.61458,18,4165090,35,0.105557872,0.007855892,1.36642991137923,1.37395802410693,0.00272723005883616
"CAL",0.6,4679.66875,9870.23529411765,52,"California","Southwestern U.S.A.","NORTHERN AMERICA","NewWorld","Nearctic","New World",4.07748e+11,407748.2326,4249765.684,37.23999046,-119.5874549,-11531954.2,4417285.154,0,1,1,865.8137,715,-105,4239,0,4239,10,543.4177,70.028,20.3647,136.2450667,60.5611,6283.4893,-6.4458,6621.47,6393,0,34886,34886,5194.1,3978.64,3903,45,23173,23128,2550.8,"mainland","mainland",NA,NA,"",989.4715,100.9796,-446.2462,35.3242,97.5632,788.8156,104.8918,1190.4128,38.7392,36,31.4143,31,-245.7051,-204,-646.8975,-545,1777.01,162.879,-1234.22,-26.5743,28.8827,4.97275,1.33346,18.8881,2.915531256,1.866845429,0.27662143,1,31.7747,57,0.22791655,1,58,33,7.24198,37,11797600,55,0.210031791,0.185575128,-0.892121636752061,0.963563487637335,0.0560605840288017
"CAY",0.983333333333333,25.8,1047.2,53,"Cayman Is.","Caribbean","SOUTHERN AMERICA","NewWorld","Neotropics","New World",306409074.8,306.4090748,145045.0381,19.431525,-80.82909683,-7798966.286,2432859.226,1,3,1,8.7019,7,2,44,2,42,1,1339.2019,57.028,105.2205,263.9881,245.4006,1345.7795,202.559,22528.3,25156,0,40726,40726,15943.1,15877.7,19129,1373,20524,19151,5094.62,"atoll","atoll",501995.0554,501.9950554,"HON",1233.8762,239.3317,98.9099,24.7236,247.1807,1394.5817,232.1089,1077.495,16.7236,17,32.0043,32,-61.9752,-120,257.6766,255,2777.18,298.523,-1454.34,-34.3028,0,0,0,0,9.54741478,9.54741478,0.968914101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5497763291548,0.759655762283644,0.409868476715209
"CBD",2.856875,76015.36,77821.2011904762,54,"Cambodia","Indo-China","ASIA-TROPICAL","OWEast","IndoMalay","Old World",1.82008e+11,182007.9944,2605632.108,12.71402994,104.9212396,10123379.77,1608336.662,0,31,1,125.7682,73,-9,1740,0,1740,8,1778.8338,78.9617,35.7196,267.232125,248.4871,1342.3151,189.1726,19711,18528,0,36708,36708,8188.01,8671.31,8093,266,17033,16767,2668.84,"mainland","mainland",NA,NA,"",1449.3136,251.4845,331.3911,15.8177,253.0989,1761.4932,250.379,1137.5511,14.2224,15,16.8943,16,19.3808,31,642.1767,618,4225.19,289.231,-2445.12,-21.9477,33.2635,24.2247,3.47245,28.6859,4.322091422,4.849034309,0.535692897,1,18.1,34,0.354244199,1,35,17,6.41182,16,4872550,35,0.416536693,0.118427812,1.67360955355707,1.31046791616385,-0.318860025568554
"CHA",7.0625,158314.362857143,159472.297222222,56,"Chad","Northeast Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",1.27186e+12,1271861.399,5726794.898,15.3611457,18.66460339,1800414.64,1924041.121,0,5,1,520.4478,422,161,3402,161,3241,18,315.2694,141.4725,0.1647,269.2257917,219.4226,3651.8545,126.3779,2142.34,0,0,19836,19836,3083.84,1252.7,1010,0,5891,5891,1002.57,"mainland","mainland",NA,NA,"",383.9903,243.3946,-68.7486,25.8704,232.489,319.9194,254.7953,448.5001,36.7734,38,14.477,18,-4.6687,-20,-133.2652,-56,1406.38,318.677,-1091.06,-49.4071,34.3037,22.9213,4.11922,26.67,8.239687104,9.203670502,0.85024335,1,2.82206,16,0.377617769,1,17,3,1.06566,3,201825,8,0.015624481,NA,0.502327728275334,3.29897708670576,-0.797607445107045
"CHC",2.22448717948718,35461.608411215,68444.7241071429,57,"China South-Central","China","ASIA-TEMPERATE","OWEast","IndoMalay","Old World",1.30794e+12,1307944.882,9106165.862,28.51736916,104.6408898,10092822.29,3479508.38,0,54,1,1756.6777,1405,-46,6243,0,6243,25,1065.5115,78.1687,50.0197,127.5837583,43.1043,6180.397,-22.3057,10722.8,10183,0,26880,26880,4998.92,6052.79,5565,18,17051,17033,2753.98,"mainland","mainland",NA,NA,"",1219.0316,92.3827,-153.5525,35.2393,84.9727,1204.4199,100.2972,1234.1781,42.6506,43,27.3167,29,-138.9188,-107,-168.6457,-173,4091.08,140.427,-3025.52,-12.7867,23.1972,3.43644,3.34794,14.8318,2.767715359,1.20973897,0.167099643,1,28.9272,65,0.199333499,1,66,28,5.76616,27,57859000,61,0.388385862,0.351647498,-0.658129625977679,0.731618037184942,-0.588106300311536
"CHH",2.29019230769231,8303.71071428571,8344.96206896552,58,"Hainan","China","ASIA-TEMPERATE","OWEast","IndoMalay","Old World",34026083153,34026.08315,892128.1447,19.20103623,109.7420098,10588533.69,2404879.611,1,28,1,190.0989,103,-7,1724,0,1724,16,1487.6838,71.6061,71.6304,240.193225,190.0993,3469.6367,144.2976,18521.2,17129,0,35851,35851,6985.8,8924.54,8530,742,17306,16564,2396.85,"continental","continental",21434.94768,21.43494768,"CHS",1490.1686,220.3407,-5.953,19.9973,211.899,1525.7548,229.2658,1455.2935,28.4089,29,10.9584,11,-41.029,-57,29.8562,22,4191.02,283.815,-2703.28,-43.5681,31.2867,22.0667,4.647,25.914,3.626315171,3.66541338,0.412485283,1,24.293,25,0.11960359,8,33,25,2.90553,26,896242,21,0.295861167,0.211119754,0.990748036131111,0.925389461287879,-0.225142238101762
"CHS",1.90794117647059,3812.64029850746,98596.1337837838,63,"China Southeast","China","ASIA-TEMPERATE","OWEast","IndoMalay","Old World",1.42519e+12,1425193.057,14156399.49,28.08959356,114.4271369,11034741.58,3422094.406,0,47,1,274.5978,167,-112,2220,0,2220,22,1367.7538,61.5498,123.0695,174.1155583,72.3984,7567.0381,21.2718,12130.5,11644,0,30861,30861,4630.07,5835.85,5509,367,17951,17584,1690.89,"mainland","mainland",NA,NA,"",1322.326,132.6755,45.5195,41.5265,114.9625,1538.4399,150.8806,1106.7177,59.1918,54,23.3827,24,-170.8651,-87,261.3051,201,4378.98,196.915,-3009.98,-22.6519,30.0366,8.01582,4.59955,20.5059,7.789127695,3.808098078,0.663913155,1,24.4796,58,0.141972908,1,59,24,3.47544,24,46762700,48,0.341456831,0.258215702,-0.2192027651013,0.0969896388240605,-0.472591800918489
"CHT",2.15,70772.8913043478,97976.2173469388,64,"Tibet","China","ASIA-TEMPERATE","OWEast","Palearctic","Old World",1.13379e+12,1133790.843,6849172.496,31.712301,88.11841654,8506565.984,3839654.186,0,4,1,4879.0444,4934,567,8233,567,7666,17,293.6396,107.0332,10.6006,-24.485825,-118.5102,7309.8481,-205.9183,1032.39,703,0,17635,17635,1386.03,946.724,610,0,11235,11235,925.145,"mainland","mainland",NA,NA,"",249.9431,-55.4168,43.6717,30.9673,-42.6062,184.1732,-67.75,316.1395,18.1435,20,43.3092,42,109.4243,102,-22.4558,-9,2595.98,-5.23562,-2302.3,-19.2049,9.53823,-12.1591,2.7322,8.77685,1.539578355,1.131973028,0.07761854,1,33.7216,63,0.258004662,3,66,34,8.70033,37,1550520,55,0.009985363,0.008589627,-2.5526730573628,1.13540600637717,-1.1902412438442
"CLC",3.75,887.114285714286,887.114285714286,67,"Chile Central","Southern South America","SOUTHERN AMERICA","NewWorld","Neotropics","New World",1.86456e+11,186455.8024,2996358.376,-34.96795192,-71.50361245,-6897254.203,-4180033.121,0,1,1,1015.604,567,-25,6071,0,6071,14,865.2652,87.3538,51.9696,106.1971417,60.1473,3666.8171,9.4522,11149,10405,0,37963,37963,8675.45,8417.42,7722,12,25422,25410,5175.23,"mainland","mainland",NA,NA,"",1185.7874,78.7298,-320.8112,27.5466,76.6745,801.1159,81.2807,1570.9905,29.5991,29,24.9916,24,63.9848,64,-706.4257,-591,2186.37,111.489,-1321.3,-5.24257,17.8552,4.33714,1.414,17.5773,1.527381568,1.101644754,0.053638676,1,20.0833,51,0.45933736,1,52,22,9.22501,27,3859770,48,0.244491599,0.120619994,-0.479829651728459,1.03415754562463,-0.534249281097514
"CLM",2.55461936936937,5112.91271186441,5115.79493670886,68,"Colombia","Western South America","SOUTHERN AMERICA","NewWorld","Neotropics","New World",1.13562e+12,1135623.188,8277457.944,3.899947514,-73.07536081,-7050573.344,494583.3777,0,224,1,558.9333,195,-80,5452,0,5452,15,2670.6188,42.2414,322.6031,245.7757167,237.8664,565.5339,190.8496,22307.7,25025,0,37058,37058,7098.68,9887.1,10201,0,19883,19883,3329.83,"mainland","mainland",NA,NA,"",2165.3972,224.4493,505.6447,21.383,221.4928,2595.2217,227.8981,1735.7211,24.3341,26,17.9348,20,75.633,246,935.6355,1051,4898.87,293.748,-2228.74,-47.9215,30.3639,27.7489,6.41519,25.9034,5.438257225,6.374377728,0.490115584,1,16.781,51,0.443981884,1,52,15,7.45046,15,43057800,52,0.649436837,0.139417854,2.61916113807475,-1.05649547611557,-0.509851913072626
"CMN",4.2969696969697,52842.4375,53316.8891891892,70,"Cameroon","West-Central Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",4.64801e+11,464800.5659,4777885.157,5.68580436,12.7432535,1229275.222,722010.4055,0,36,1,648.1693,646,-10,3902,0,3902,16,1642.0809,73.4021,70.4897,242.7996,230.7501,1047.8479,170.8883,18736.5,17293,0,31871,31871,7549.63,8666.36,8169,0,15266,15266,3396.27,"mainland","mainland",NA,NA,"",1763.2546,214.914,-120.1338,27.9472,207.9595,1301.4916,222.3804,2225.4509,34.9116,34,20.4727,23,341.3707,358,-582.1066,-522,5833.93,275.015,-4189.14,-32.1671,28.527,25.5159,5.68336,25.4916,3.00582416,1.869743109,0.334124496,1,20.1702,46,0.198934071,1,47,21,4.01254,22,16163400,38,0.49465377,0.11595042,1.52664449956907,1.02960204678492,-0.187278166578827
"CNY",1.75,8762.8,636082.4,72,"Canary Is.","Macaronesia","AFRICA","OWEast","Palearctic","Old World",7521187650,7521.18765,990536.7095,28.33813028,-15.67748558,-1512852.293,3472869.897,1,1,1,548.3416,336,-11,3450,0,3450,5,290.1087,86.3717,3.6446,174.5324833,141.9042,2817.6021,107.1896,7686.85,5129,0,37919,37919,9206.71,8826.33,7501,1481,22976,21495,5084.03,"volcanic","volcanic",96453.71501,96.45371501,"MOR",458.6339,160.6015,-172.1173,14.8238,170.6647,444.9819,150.6035,475.0231,4.5064,4,24.9472,25,-156.8519,-137,-191.2202,-164,155.766,232.892,135.126,-58.2826,0,0,0.249,23.964,33.22575295,32.47358704,1.506752711,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.142858659335353,1.79995000183428,0.254500536828948
"COM",3.125,363.2,363.2,74,"Comoros","Western Indian Ocean","AFRICA","OWWest","Afrotropics","Old World",2173653138,2173.653138,472658.9574,-12.08514902,43.97955695,4243312.064,-1530484.442,1,6,1,444.3304,306,-14,2322,0,2322,5,1938.6474,61.5975,184.2476,230.263275,211.9534,1274.8484,173.1871,28988.4,35263,0,41601,41601,13072,17538.1,19590,1432,21850,20418,3968.92,"volcanic","volcanic",262757.8916,262.7578916,"MOZ",1983.4811,212.5858,-78.3049,19.5502,214.4231,2201.6812,210.2418,1765.5908,17.297,18,22.8264,23,-305.7862,-402,145.6736,149,3304.19,295.038,-1379.79,-64.8162,0,0,0,0,12.51581767,5.517344236,0.839555371,1,20.6124,31,0.419852613,2,33,19,8.65417,19,7338,8,0.046203764,0.014665801,1.73591177643254,0.126274335402169,-0.340811767706679
"CON",4.09375,58297.4032967033,65767.9714285714,75,"Congo","West-Central Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",3.44044e+11,344043.6954,4357984.069,-0.840066027,15.22427459,1469000.894,-106924.5384,0,11,1,417.211,398,-5,911,0,911,7,1654.9675,51.5673,121.9804,244.9833667,233.3181,822.4451,181.9618,24391.3,28083,0,35250,35250,7373.86,11197.5,12432,743,16601,15858,2860.97,"mainland","mainland",NA,NA,"",1319.0582,218.9244,335.8439,26.103,217.4521,1221.6466,220.9025,1417.0068,27.5714,28,24.1185,25,433.278,376,237.9895,272,6912.77,278.577,-5258.29,-33.5398,28.4113,26.8132,5.91581,26.2838,0.589225397,0.30629123,-0.396701908,1,18.6136,48,0.215151287,1,49,18,4.00474,18,15869700,45,0.714426131,0.088781538,1.6722215954194,0.381172620986755,0.259330708696973
"COO",0.6,NA,NA,76,"Cook Is.","South-Central Pacific","PACIFIC","NewWorld","Oceania","New World",201406743.3,201.4067433,156250.4567,-20.68521828,-158.7920415,-15321331.79,-2582240.337,1,1,1,60.463,34,-4,402,0,402,1,2038.4304,36.6065,315.5278,241.69445,223.4769,1436.0648,196.2824,19138,21254,0,37789,37789,15708.7,14332.5,17447,1434,18904,17470,4830.1,"mixed","volcanic",4272873.173,4272.873173,"QLD",3108.7126,227.3603,-1095.787,15.2824,230.1862,2573.0688,224.7773,3648.5303,12.3194,13,18.4324,18,-553.4352,-543,-1648.1689,-1537,4263.09,260.908,-2155.86,-18.0628,0,0,0,0,6.641378016,5.819620609,0.746170938,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10418841897466,-0.918170200864347,0.0200329790293653
"COS",1.48001923076923,4535.84361702128,4535.84361702128,78,"Costa Rica","Central America","SOUTHERN AMERICA","NewWorld","Neotropics","New World",51064685995,51064.68599,1667029.24,9.97052135,-84.18903867,-8122983.517,1265495.025,0,112,1,565.097,259,-15,3732,0,3732,13,2969.3934,57.8959,234.1171,234.6302083,226.0635,694.6725,174.54,22864,24321,0,39006,39006,5375.28,9434.22,9506,39,19343,19304,1999.34,"mainland","mainland",NA,NA,"",2432.0737,216.0831,538.9172,18.8404,220.1401,2866.5015,212.5516,1999.3513,14.77,15,22.2863,23,106.4128,168,970.6656,968,821.342,308.684,2151.2,-74.0666,31.872,29.09,3.28267,28.4957,1.678434189,1.129884541,0.144833283,1,21.6611,51,0.426828277,1,52,21,9.24557,16,1726020,51,0.443642093,0.205271392,2.49543806598517,-0.561944232356052,-1.01924082132395
"CPI",1.1,NA,NA,79,"C. American Pacific Is.","Central America","SOUTHERN AMERICA","NewWorld","Neotropics","New World",32043413.05,32.04341305,38406.30965,6.528426935,-91.81563319,-8854425.889,829196.8737,1,1,1,2.2,2,1,3,1,2,1,523.8,98,38.8,265.45,260,435.9,236.4,12513.5,12203,0,30443,30443,11101.5,9226.29,8730,5015,14168,9153,2848.25,"mixed","volcanic",353513.1017,353.5131017,"CLM",1593.7587,245.6897,-202.1,15.7,250.5862,2400.3103,242.3448,778.3104,12.5,14,18.8,17,-484.5,-98,110,17,7740.89,304,-7592.8,-40.9,0,0,0,0,1.771984372,0.986694336,0.013054015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19572173231338,2.2864655687437,0.223036660316288
"CPP",4.13333333333333,97430.2589285714,99198.4763636364,80,"Cape Provinces","Southern Africa","AFRICA","OWWest","Afrotropics","Old World",6.61494e+11,661494.0307,5526898.254,-30.90217435,22.5340323,2173178.984,-3751547.193,0,3,1,923.298,956,-30,2946,0,2946,18,352.0818,52.2747,37.588,168.20745,107.2773,4536.7422,24.1386,5001.37,3632,0,34745,34745,3887.85,3084.42,2213,640,22017,21377,2300.2,"mainland","mainland",NA,NA,"",300.5871,141.2475,51.7322,27.0067,145.9577,303.1371,137.0084,298.5578,22.29,23,31.2374,32,49.1406,44,53.9027,57,1209.75,192.165,-857.637,-23.9061,23.9787,9.49177,1.14658,20.1659,NA,NA,NA,1,15.4399,48,0.399773962,1,49,15,6.17247,14,533620,34,0.012974176,0.001279736,-0.425485533560781,0.816972687711718,0.79882105415462
"CPV",4.2,178941.626666667,178941.626666667,81,"Caprivi Strip","Southern Africa","AFRICA","OWWest","Afrotropics","Old World",20092892663,20092.89266,991725.5503,-17.92036942,23.25680777,2244035.468,-2249977.403,0,2,1,983.1755,979,926,1093,926,167,2,598.7307,109.5888,0.6899,218.380925,165.7727,3547.1099,57.4418,10404.6,10440,5117,23621,18504,1179.26,5845.79,5924,2748,12335,9587,618.698,"mainland","mainland",NA,NA,"",615.5049,185.3916,-16.7246,33.047,176.3176,706.8376,194.9634,524.7103,42.1189,42,23.4585,23,-108.013,-130,74.0724,69,2558.51,265.948,-1959.91,-47.506,0,0,0,0,3.892032372,2.971873045,0.470315501,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217692313812946,2.29249990130563,-0.431780908043421
"CRL",4.896875,194.45,243.56,82,"Caroline Is.","Northwestern Pacific","PACIFIC","OWEast","Oceania","Old World",1281522908,1281.522908,561733.5588,7.212482218,146.7096536,14156918.38,917332.803,1,10,1,89.8042,47,-8,722,0,722,1,4255.0856,20.0081,777.9863,269.7627,267.2772,183.6446,231.1329,24047.1,26341,0,40815,40815,15017.9,14220.2,17554,1102,19550,18448,5128.56,"mixed","continental",2072247.591,2072.247591,"NTA",4322.2412,255.8,-166.6729,14.8155,254.6194,4433.4995,257.4619,4214.686,15.9758,16,13.136,14,-223.7961,-235,-140.2456,-351,10131.5,309.836,-5951.77,-40.0122,0,0,0,0,12.92470543,13.55955124,1.103441858,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55108873549398,-3.93531961477722,-1.64591630553877
"CTM",1.3,NA,NA,85,"Chatham Is.","New Zealand","AUSTRALASIA","OWEast","Oceania","Old World",705433048.9,705.4330489,250080.4151,-43.95964026,-176.5029861,-17030146.3,-5084714.718,1,1,1,93.9545,63,-1,285,0,285,1,938.4941,22.6794,184.91,112.0514167,81.1312,2469.9546,49.1101,19762.6,25473,0,29434,29434,10164.8,16270.5,18389,1720,19399,17679,3849.18,"continental","continental",3170227.281,3170.227281,"NSW",693.9219,96.6843,240.5524,15.8794,102.5761,798.2108,90.7705,592.3271,9.8794,10,21.9922,22,137.236,137,341.7049,340,4195.61,156.954,-3274.82,-45.3864,0,0,0,0,3.87933766,3.550912738,0.546699969,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0421758317433401,-0.790929984332558,0.834181558869773
